#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_24h/mapped_ERR405233.sorted.bam Mapped Reads/million: 20.884485
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_24h/mapped_ERR405234.sorted.bam Mapped Reads/million: 24.389042
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_24h/mapped_ERR405235.sorted.bam Mapped Reads/million: 19.816820

    	mapped_ERR405233.sorted.bam	mapped_ERR405234.sorted.bam	mapped_ERR405235.sorted.bam	
yfaE	      1.878       2.066       3.943	      1.769       3.698       5.467	      1.979       3.364       5.343	
cds2345	      2.179       1.752       3.931	      2.798       2.149       4.948	      2.496       1.697       4.193	
hutG	      5.170       5.421      10.590	      5.458       5.458      10.917	      5.818       5.131      10.949	
cds2344	      1.915       3.405       5.320	      2.187       5.649       7.836	      2.018       4.486       6.504	
bioF	      0.041       0.124       0.165	      0.212       0.354       0.567	      0.131       0.174       0.305	
cds1259	      1.170       1.170       2.340	      2.290       2.504       4.794	      1.585       1.497       3.082	
cds2343	      3.145       3.335       6.480	      3.998       4.243       8.241	      2.059       2.460       4.519	
cds463	      8.366       6.985      15.352	      9.042       7.929      16.971	      9.887       8.303      18.190	
cds1258	      0.346       0.346       0.692	      0.771       0.563       1.334	      0.255       0.328       0.584	
bioD	      0.558       0.697       1.255	      0.776       0.776       1.552	      0.881       0.661       1.543	
cds462	      7.278       6.257      13.535	      6.670       7.654      14.323	      6.728       5.652      12.380	
cds1257	      2.138       2.138       4.275	      3.539       2.807       6.346	      1.652       1.802       3.454	
cds2341	     11.725       9.909      21.634	     14.445      12.890      27.335	      8.371       7.334      15.705	
bioC	      0.317       0.190       0.507	      0.380       0.271       0.651	      0.400       0.267       0.667	
hutC	      7.585       9.497      17.082	      7.850       9.770      17.621	     10.148      12.164      22.312	
cds461	      2.115       0.961       3.077	      0.659       0.329       0.988	      1.013       0.608       1.621	
qor	     16.204      15.134      31.338	     17.459      16.167      33.627	     14.154      13.641      27.795	
cds2340	     33.136      33.483      66.619	     38.328      37.882      76.210	     23.220      24.317      47.537	
bioB	      0.460       0.414       0.874	      0.630       0.630       1.260	      0.485       0.485       0.969	
cds460	      1.557       1.298       2.855	      1.556       1.111       2.667	      1.504       1.094       2.598	
cds1255	      2.394       1.064       3.458	      3.986       1.253       5.239	      2.383       1.121       3.504	
bioA	      0.408       0.371       0.779	      0.763       0.699       1.462	      1.056       0.939       1.995	
cds1254	      0.914       0.998       1.912	      0.676       0.676       1.352	      1.007       1.139       2.146	
ahpF	      2.446       2.324       4.770	      3.142       2.959       6.101	      2.546       2.481       5.027	
cds1253	      7.742       7.377      15.119	      7.062       6.822      13.884	      6.681       6.651      13.332	
ahpC	     55.608      62.824     118.433	     77.424      87.093     164.517	     43.662      48.136      91.798	
dut	      5.565       7.875      13.441	      9.891      12.409      22.299	      6.308       8.964      15.271	
cds3423	      6.630       7.039      13.669	      8.270       7.500      15.770	      4.744       4.572       9.316	
cds459	      1.199       0.923       2.122	      1.738       1.422       3.160	      1.653       1.264       2.917	
cds458	      3.425       4.664       8.090	      4.181       5.305       9.486	      3.533       4.224       7.758	
cds3421	      4.817       3.595       8.412	      4.802       4.125       8.927	      5.758       4.622      10.380	
iclR	     31.109      29.426      60.535	     37.026      35.038      72.064	     22.632      21.898      44.529	
cds456	      4.205       4.019       8.224	      4.476       4.277       8.753	      3.697       3.501       7.198	
cds455	      3.470       4.337       7.807	      3.417       4.457       7.874	      3.108       3.840       6.948	
cds2333	     16.027      15.795      31.822	     20.018      19.862      39.880	     19.583      19.006      38.590	
cds2332	      5.371       5.755      11.127	      6.899       6.439      13.339	      7.521       9.219      16.740	
cds1247	     10.376      10.440      20.816	     13.477      13.749      27.226	      7.290       7.156      14.446	
cds451	      7.339       5.594      12.933	      8.394       6.504      14.898	      8.437       7.031      15.469	
cds450	     44.499      18.043      62.542	     48.207      21.615      69.822	     44.977      17.918      62.895	
kbl	     28.641      25.001      53.643	     36.309      31.788      68.097	     21.289      18.423      39.712	
cds1245	     24.199      22.182      46.381	     28.437      26.122      54.559	     18.449      17.273      35.721	
cds1244	      5.099       6.429      11.527	      9.491       9.301      18.793	      4.205       4.672       8.878	
cds1243	     10.423       9.338      19.761	     17.014      14.969      31.983	     11.557       9.497      21.055	
cds1242	      8.639       8.721      17.359	     10.568      13.033      23.601	      7.717       9.104      16.821	
cds1241	      3.639       4.797       8.435	      3.045       4.320       7.365	      2.615       3.573       6.188	
cds1240	      0.995       1.208       2.202	      1.541       1.663       3.204	      0.998       1.098       2.096	
uhpT	      0.550       0.550       1.101	      0.648       0.589       1.237	      0.725       0.725       1.450	
sfsA	      7.199       9.712      16.912	     10.236      10.294      20.530	      6.871       6.800      13.671	
hofQ	      1.623       1.507       3.130	      1.125       0.927       2.052	      1.507       1.425       2.932	
cpxR	     34.593      29.524      64.117	     41.882      34.315      76.197	     37.395      31.115      68.510	
cpxP	    338.713     337.949     676.662	    448.485     446.848     895.334	    284.139     284.442     568.581	
cds3415	      3.938       3.938       7.876	      4.984       4.864       9.848	      5.105       5.068      10.173	
wzc	      0.975       0.953       1.929	      0.892       0.873       1.765	      1.308       1.285       2.593	
cds3414	      0.373       0.559       0.932	      0.532       0.691       1.223	      0.393       0.655       1.047	
wzb	      0.532       0.638       1.170	      0.820       1.093       1.913	      1.346       1.794       3.140	
cds3413	      4.848       4.440       9.288	      5.388       4.968      10.355	      6.430       5.454      11.884	
wza	      0.630       0.630       1.260	      1.619       1.798       3.417	      1.903       2.036       3.940	
cds449	    130.839     220.397     351.236	    137.180     229.392     366.572	    141.523     245.562     387.084	
cds2328	     29.287      27.893      57.180	     31.581      30.785      62.366	     29.069      27.762      56.831	
cds448	     72.715      64.423     137.138	     88.780      79.370     168.150	     60.963      54.409     115.372	
cds2327	     29.483      19.508      48.991	     47.456      32.460      79.916	     31.072      21.260      52.331	
rrmA	     13.774      10.463      24.237	     14.680      10.681      25.361	     18.939      14.703      33.641	
cds447	     36.012      33.492      69.504	     50.760      46.725      97.485	     29.407      27.521      56.929	
uhpC	      0.504       0.432       0.937	      0.740       0.710       1.450	      0.987       0.949       1.936	
hofC	      1.552       1.114       2.667	      1.875       1.431       3.306	      2.349       1.762       4.111	
cds446	     30.578      36.626      67.203	     41.146      50.497      91.643	     24.965      31.340      56.305	
uhpB	      0.828       0.988       1.816	      1.091       1.228       2.319	      0.940       1.108       2.048	
cds2325	      1.811       1.677       3.487	      1.550       1.263       2.814	      1.979       1.908       3.887	
hofB	      0.518       0.587       1.106	      0.651       0.562       1.213	      0.801       0.692       1.493	
uhpA	      1.863       1.863       3.727	      2.706       2.220       4.926	      2.818       2.903       5.721	
cds2324	      0.599       0.638       1.237	      0.854       0.991       1.845	      0.799       1.093       1.892	
cds1239	      1.356       1.537       2.894	      0.929       0.891       1.820	      0.715       0.572       1.287	
cds1238	      3.932       3.238       7.171	      3.103       2.575       5.678	      2.763       2.357       5.119	
cds441	      0.822       0.822       1.643	      1.215       1.151       2.367	      0.420       0.446       0.866	
cpxA	     14.706      17.111      31.817	     18.591      21.128      39.719	     17.739      20.089      37.828	
cds1235	     47.088      22.828      69.916	     68.718      33.107     101.824	     38.064      19.267      57.331	
cds3407	      2.329       2.466       4.795	      2.112       2.053       4.165	      2.021       2.094       4.115	
cds435	     18.719      11.035      29.754	     16.367       8.943      25.310	     20.559      13.498      34.057	
cds434	     25.631      32.234      57.864	     32.677      40.824      73.501	     34.080      43.230      77.310	
cds1229	      4.737       5.420      10.157	      6.286       6.724      13.010	      4.587       4.722       9.310	
cds432	     21.680      21.410      43.090	     20.385      20.253      40.638	     19.550      19.509      39.058	
cds1226	      6.061       5.859      11.920	      7.439       4.152      11.591	      6.601       4.258      10.859	
cds430	      1.705       1.627       3.332	      2.024       2.090       4.113	      1.470       1.429       2.899	
cds1225	      3.027       3.687       6.715	      4.430       4.619       9.049	      3.190       4.118       7.308	
cds1224	      1.103       1.009       2.112	      1.729       1.548       3.276	      0.940       0.866       1.806	
galU	     18.279      19.543      37.821	     26.027      27.019      53.046	     13.323      14.101      27.424	
cds1222	     19.697      18.256      37.954	     25.186      23.404      48.590	     15.471      14.458      29.929	
galT	      2.378       3.293       5.671	      2.232       3.094       5.326	      2.265       2.699       4.964	
cds1221	      2.993       0.998       3.990	      2.904       1.025       3.929	      3.995       2.313       6.308	
galS	      2.855       2.715       5.570	      4.248       3.888       8.136	      2.762       2.220       4.982	
galR	     17.171      15.356      32.527	     21.318      19.485      40.803	     16.477      14.810      31.288	
cds1220	      7.502       4.629      12.130	      9.020       6.150      15.171	      6.392       4.457      10.849	
gtrB	      2.738       2.686       5.424	      3.892       3.760       7.652	      1.851       2.232       4.083	
gtrA	      6.727       4.221      10.948	      9.827       7.455      17.282	      5.561       4.309       9.870	
galP	      2.712       2.746       5.458	      3.086       3.145       6.231	      1.592       1.664       3.256	
galM	      4.048       4.876       8.923	      3.939       4.923       8.862	      3.102       3.733       6.835	
galK	      3.709       3.542       7.251	      4.782       4.568       9.349	      4.436       4.524       8.959	
galF	     29.083      28.815      57.898	     39.855      39.259      79.115	     27.940      27.602      55.542	
galE	      8.522       8.098      16.620	      8.507       8.104      16.610	      7.939       7.492      15.431	
cds429	      2.115       1.883       3.997	      2.679       2.456       5.135	      2.412       2.351       4.762	
cds428	      9.394       8.244      17.638	     10.917       9.973      20.891	      7.577       6.870      14.447	
cds427	     76.143      73.654     149.797	     83.007      80.123     163.130	     75.616      71.604     147.220	
yliJ	     58.956      56.665     115.620	     61.340      58.397     119.736	     53.360      50.704     104.063	
cds2305	    146.506     171.837     318.343	    202.494     237.241     439.735	    114.481     131.804     246.286	
yliI	      8.493       2.731      11.224	      9.282       3.289      12.571	      7.781       3.013      10.794	
yliG	      1.697       1.481       3.178	      2.566       2.288       4.855	      1.446       1.370       2.816	
hupB	    148.208     171.710     319.918	    197.651     232.495     430.146	    101.849     115.527     217.376	
yliD	      1.365       1.050       2.415	      1.888       2.023       3.911	      1.051       1.107       2.158	
hupA	    195.564     193.108     388.672	    275.900     270.343     546.243	    158.965     157.117     316.082	
cds1215	      5.096       5.264      10.361	      6.186       6.378      12.564	      3.836       3.836       7.673	
yliC	      1.196       1.144       2.340	      1.380       1.157       2.538	      0.712       0.822       1.534	
yliB	      1.649       1.649       3.298	      2.051       2.078       4.130	      1.410       1.508       2.918	
iciA	      3.642       3.535       7.177	      4.265       4.128       8.393	      3.895       3.161       7.056	
cds416	      1.860       1.653       3.512	      2.256       2.035       4.290	      2.014       1.688       3.702	
kefC	      0.694       0.617       1.311	      1.276       1.188       2.465	      0.650       0.786       1.436	
kefB	     10.181      10.552      20.733	     13.463      13.690      27.153	     12.937      12.602      25.538	
cds412	     20.812      20.327      41.139	     23.513      23.554      47.067	     19.428      19.121      38.550	
dps	     67.358      51.968     119.326	     81.597      65.001     146.598	     51.664      40.550      92.214	
cds408	     55.336      56.722     112.058	     69.926      74.316     144.243	     42.811      44.768      87.579	
cds406	      7.182       8.180      15.362	      6.321       9.055      15.376	      9.251      10.513      19.764	
nhaR	      2.607       2.979       5.586	      3.827       3.964       7.790	      3.981       4.149       8.130	
cds403	      4.190       3.924       8.113	      4.328       4.100       8.428	      3.434       3.294       6.728	
cds402	      6.967       7.094      14.061	      8.678       8.027      16.705	      9.879       9.478      19.357	
nhaB	      4.339       4.401       8.740	      5.255       5.175      10.430	      4.507       4.573       9.080	
nhaA	      2.790       2.872       5.662	      3.478       3.619       7.097	      4.065       4.367       8.432	
slyX	     11.151      20.552      31.703	     11.982      24.714      36.696	      9.217      15.208      24.425	
cds2998	     22.300      18.225      40.525	     32.472      27.044      59.516	     24.456      18.491      42.947	
cds2991	    150.843     148.625     299.468	    188.470     184.996     373.466	    135.991     133.596     269.588	
cds2990	     11.076      12.803      23.880	     12.210      14.195      26.405	     11.829      13.649      25.478	
slyD	     49.341      50.799     100.140	     61.260      63.133     124.394	     57.378      60.794     118.172	
slyB	    141.089     103.336     244.426	    140.791     109.514     250.305	    130.684     103.836     234.520	
narZ	      1.258       1.258       2.517	      1.946       1.946       3.892	      1.218       1.245       2.463	
slyA	      7.448       6.503      13.951	     10.326       9.112      19.438	      7.600       6.604      14.204	
narY	      0.775       0.744       1.519	      0.929       1.035       1.964	      0.555       0.490       1.045	
narX	     18.252      15.082      33.334	     25.897      20.604      46.501	     18.028      14.378      32.406	
narU	      1.103       1.138       2.241	      1.181       1.240       2.421	      1.163       1.235       2.398	
narQ	      3.547       3.913       7.460	      4.315       4.725       9.039	      4.509       5.073       9.582	
narP	      9.680       9.015      18.695	     12.908      12.908      25.816	     10.124       9.968      20.091	
cds2989	      1.846       1.423       3.269	      2.174       1.778       3.952	      1.986       1.662       3.648	
msyB	      9.704       7.789      17.493	     10.497       8.091      18.588	      8.478       6.594      15.071	
narL	     33.393      40.821      74.214	     45.285      55.803     101.088	     31.859      37.595      69.453	
cds2988	      2.613       2.185       4.798	      3.783       3.498       7.281	      3.104       2.703       5.807	
narK	      0.993       1.199       2.192	      0.909       1.085       1.994	      0.758       0.902       1.660	
narJ	      2.424       2.492       4.916	      2.710       2.422       5.132	      3.265       4.329       7.594	
cds2986	      0.144       0.144       0.288	      0.206       0.329       0.535	      0.203       0.304       0.507	
narI	      5.014       3.955       8.969	      4.536       3.689       8.225	      4.317       3.721       8.038	
cds2985	     29.733      18.332      48.065	     32.958      20.696      53.654	     28.547      17.878      46.425	
narH	      2.525       2.369       4.894	      3.016       2.749       5.766	      3.022       2.300       5.322	
cds2984	     17.671      22.421      40.092	     22.128      23.348      45.476	     15.819      18.423      34.242	
narG	      1.151       1.164       2.315	      1.413       1.457       2.869	      0.782       0.768       1.550	
cds2983	     11.142       6.776      17.918	     14.699       9.155      23.853	      9.521       8.252      17.773	
ppiD	     11.613      14.554      26.167	     15.529      20.107      35.636	     14.556      17.764      32.321	
yleB	      8.062       8.062      16.124	      7.845       7.810      15.655	      8.196       8.410      16.606	
ppiC	     17.149      14.942      32.091	     25.154      23.409      48.563	     14.673      13.600      28.273	
cds2982	      5.608       5.284      10.892	      6.095       6.187      12.282	      7.160       7.274      14.434	
cds2981	      3.321       2.030       5.351	      3.002       2.449       5.451	      4.375       2.334       6.709	
cds1897	      2.510       2.409       4.919	      3.266       3.868       7.135	      4.232       3.914       8.146	
ppiB	    133.781     137.070     270.850	    173.699     175.853     349.553	    105.920     109.182     215.101	
ppiA	     34.261      32.674      66.935	     51.092      47.943      99.035	     23.954      22.369      46.323	
cds2980	      6.324       2.108       8.432	      5.222       2.514       7.736	      6.506       2.856       9.362	
cds1892	      5.253       4.142       9.395	      6.401       5.017      11.418	      5.323       4.365       9.688	
ttdB	      0.310       0.232       0.542	      0.265       0.199       0.464	      0.245       0.245       0.490	
cds1890	      0.684       0.228       0.912	      1.171       0.195       1.367	      0.481       0.000       0.481	
ttdA	      0.160       0.160       0.319	      0.182       0.228       0.410	      0.168       0.168       0.336	
sseG	     29.701      44.205      73.906	     43.260      58.710     101.970	     19.380      26.986      46.367	
sseF	     58.523      82.434     140.957	     75.773     104.416     180.189	     33.061      45.822      78.883	
sseE	    391.212     273.401     664.613	    456.430     288.391     744.821	    272.036     193.620     465.656	
sseD	    146.742     136.644     283.386	    139.393     134.163     273.556	    100.581      95.003     195.584	
sseC	    329.747     368.119     697.866	    381.192     425.604     806.796	    234.484     259.143     493.628	
sseB	   1330.824    1616.417    2947.241	   1329.340    1639.595    2968.935	    969.711    1184.026    2153.736	
sseA	   2325.739    1754.225    4079.964	   2437.677    1924.713    4362.390	   1739.171    1336.245    3075.416	
cds2979	     21.780      26.269      48.049	     23.775      32.104      55.879	     21.114      24.968      46.082	
cds2978	     20.417      12.477      32.894	     28.306      18.732      47.038	     18.785      11.271      30.055	
ansP	      0.961       0.929       1.891	      1.564       1.427       2.991	      1.520       1.486       3.006	
cds2976	      4.924       4.854       9.777	      7.173       7.213      14.387	      3.689       3.640       7.328	
cds2975	      5.209       2.328       7.537	      5.742       2.563       8.305	      4.964       1.869       6.833	
cds1889	      1.069       1.033       2.102	      1.342       1.251       2.593	      1.051       1.014       2.065	
cds1888	      2.088       1.641       3.729	      2.299       1.788       4.087	      1.258       0.629       1.886	
cds1887	      1.512       1.480       2.993	      2.673       2.397       5.070	      1.730       1.560       3.290	
pphA	      3.604       2.942       6.546	      4.283       3.149       7.432	      2.791       2.946       5.736	
relE	     16.633      20.833      37.466	     20.717      24.601      45.318	     21.247      29.746      50.993	
cds1881	     15.868      17.910      33.778	     19.786      22.805      42.591	     16.234      18.972      35.206	
ansB	     14.086      13.857      27.943	     17.192      17.035      34.227	      9.157       8.916      18.074	
cds1880	     22.759      19.360      42.119	     26.322      22.273      48.595	     19.313      17.444      36.756	
icdA	    633.648     650.834    1284.482	    823.515     844.622    1668.136	    524.710     539.191    1063.901	
ansA	      2.072       2.025       4.096	      3.588       3.669       7.257	      2.084       2.034       4.118	
relB	     21.872      10.049      31.922	     25.479      10.799      36.278	     30.734      16.198      46.932	
relA	     14.333      16.454      30.786	     17.557      19.556      37.113	     12.824      14.518      27.342	
pcnB	      2.025       2.126       4.150	      3.294       3.063       6.357	      2.276       2.312       4.587	
cds2969	      0.831       0.831       1.661	      1.219       1.118       2.337	      0.938       1.251       2.189	
cds2968	      0.872       0.838       1.710	      1.034       0.890       1.924	      1.025       0.883       1.908	
cds2967	      0.366       0.366       0.733	      0.224       0.314       0.538	      0.717       0.717       1.434	
cds2965	      8.899       5.799      14.698	      8.948       6.686      15.634	      8.047       6.051      14.098	
napH	      0.550       0.165       0.715	      1.131       0.848       1.979	      0.696       0.464       1.160	
cds2964	     10.304      11.365      21.668	     11.764      13.235      24.999	      8.996       9.954      18.950	
napG	      0.413       0.619       1.032	      0.295       0.471       0.766	      0.435       0.290       0.725	
cds1879	     10.545      13.022      23.567	     12.878      15.690      28.568	      9.048      11.659      20.707	
napF	      2.141       1.460       3.601	      1.583       1.250       2.833	      1.231       1.128       2.359	
cds1878	      5.761       5.289      11.050	      6.672       5.418      12.090	      5.673       4.827      10.501	
cds1877	      3.039       2.805       5.843	      3.631       3.831       7.463	      1.900       2.147       4.047	
dld	      4.702       4.481       9.184	      6.727       6.514      13.241	      4.023       3.761       7.784	
cds2960	      2.423       1.421       3.844	      2.970       1.610       4.580	      3.038       1.761       4.800	
napC	      0.794       0.873       1.668	      1.632       1.836       3.468	      1.590       2.343       3.933	
napB	      1.383       1.915       3.299	      2.278       1.913       4.191	      2.355       1.906       4.261	
napA	      1.290       1.328       2.618	      1.583       1.583       3.165	      1.359       1.481       2.841	
cds1873	      1.101       0.956       2.057	      1.786       1.463       3.249	      1.618       1.435       3.053	
cds1872	     12.130      12.077      24.207	     15.717      15.581      31.298	      9.532       9.307      18.839	
cds1871	     11.545       5.080      16.625	     19.253       6.352      25.605	      9.734       4.471      14.205	
sscB	    251.961     360.384     612.345	    316.894     449.985     766.879	    151.039     235.374     386.413	
sscA	    611.663     883.199    1494.861	    692.796     911.214    1604.010	    420.199     646.959    1067.158	
cds2959	  17181.395     951.978   18133.373	  14571.723     761.415   15333.138	  18308.697     988.882   19297.578	
cds2953	      1.497       0.694       2.191	      2.283       1.126       3.409	      1.655       1.116       2.771	
cds2952	     14.220      14.800      29.020	     20.625      19.134      39.760	     14.374      16.209      30.583	
cds2951	      7.503       6.139      13.642	      7.301       6.133      13.434	      6.182       4.816      10.998	
cds2950	      7.046       5.658      12.705	      9.645       7.542      17.187	      7.651       6.470      14.120	
cds1866	     77.567      26.253     103.820	     91.328      39.980     131.309	     78.759      33.956     112.715	
cds1864	      4.353       3.869       8.222	      4.556       3.935       8.490	      4.333       4.078       8.410	
cds1863	      1.647       1.647       3.294	      2.603       2.495       5.098	      2.670       1.869       4.539	
cds1862	      0.694       0.231       0.925	      0.594       0.792       1.387	      0.975       0.975       1.950	
cds1861	     18.574      17.303      35.877	     22.073      20.380      42.453	     13.769      13.695      27.464	
cds1860	      6.840       3.615      10.455	      8.572       4.143      12.715	      5.685       2.989       8.674	
nanT	      5.138       5.235      10.373	      5.582       5.720      11.302	      4.061       4.095       8.157	
cds2949	     21.325      20.147      41.472	     23.750      20.949      44.699	     22.749      20.819      43.568	
cds2948	      2.911       2.474       5.385	      3.116       3.074       6.190	      2.198       2.250       4.448	
ssaV	    116.406     138.943     255.350	    165.972     194.429     360.401	     73.227      87.754     160.981	
cds2947	      0.394       0.394       0.788	      0.675       0.337       1.012	      0.311       0.311       0.623	
ssaU	     30.068      40.829      70.897	     46.229      61.561     107.790	     20.347      26.732      47.079	
cds2946	    121.941     207.491     329.431	    123.006     236.718     359.724	     86.795     148.695     235.490	
ssaT	    176.428     245.060     421.488	    243.279     337.741     581.020	    120.850     166.719     287.570	
cds2945	    162.968      69.604     232.572	    193.604      91.766     285.370	    118.377      53.624     172.001	
ssaS	    385.570     514.871     900.441	    544.390     705.020    1249.410	    269.510     359.661     629.171	
cds2944	     38.337      32.548      70.885	     46.094      41.940      88.034	     37.105      34.301      71.406	
cds2943	     26.472      18.556      45.028	     35.557      24.335      59.892	     27.077      17.094      44.172	
ssaQ	     68.439      62.460     130.898	     82.173      73.330     155.503	     40.932      37.183      78.115	
ylaB	      2.439       2.501       4.940	      2.749       2.749       5.499	      2.050       2.050       4.099	
cds2942	      7.856      13.841      21.697	     13.454      18.259      31.713	      6.308       9.724      16.032	
ssaP	     63.588      84.656     148.244	     70.633     101.685     172.318	     36.064      47.636      83.700	
cds2941	     31.127      35.677      66.804	     38.528      45.146      83.674	     22.453      26.259      48.712	
ssaO	     89.558      86.391     175.949	    113.135     104.674     217.810	     49.795      47.926      97.720	
cds2940	     72.074      71.651     143.724	     89.809      89.282     179.092	     59.217      59.339     118.556	
ssaN	     94.588      98.817     193.405	    119.857     125.872     245.729	     53.059      56.276     109.335	
ssaM	    312.339     397.463     709.802	    384.352     495.469     879.821	    197.473     245.200     442.672	
nanA	      5.356       4.820      10.176	      6.192       5.458      11.649	      5.249       4.459       9.709	
sfhB	     24.747      24.893      49.640	     32.935      33.521      66.456	     22.273      22.222      44.495	
ssaL	    405.723     389.039     794.762	    515.023     500.448    1015.471	    262.068     254.496     516.564	
ssaJ	   1040.773    1417.831    2458.604	   1179.273    1597.931    2777.203	    663.948     933.483    1597.431	
ssaI	   2385.276    2467.580    4852.855	   2726.387    2836.550    5562.937	   1631.003    1808.330    3439.332	
ssaH	   2705.358    3209.803    5915.161	   3131.619    3646.662    6778.282	   1984.846    2392.084    4376.930	
ssaG	   3029.451    1156.494    4185.944	   3382.097    1308.648    4690.745	   2253.043     851.783    3104.826	
ssaE	    194.091     106.208     300.300	    253.099     131.105     384.204	    122.521      67.283     189.804	
ssaD	     52.979      47.171     100.150	     67.491      60.522     128.013	     36.306      33.600      69.906	
div	     12.711      12.138      24.849	     15.427      14.117      29.544	     12.943      11.482      24.425	
pckA	     77.499      77.794     155.293	     88.787      89.369     178.156	     61.053      61.645     122.698	
cds2939	      3.953       3.904       7.857	      6.347       6.516      12.863	      5.104       5.260      10.363	
cds2938	     21.050      21.096      42.146	     24.958      24.879      49.836	     18.673      18.625      37.298	
cds2936	      5.384       4.904      10.288	      6.093       6.175      12.268	      4.155       4.256       8.410	
cds2934	      4.528       4.751       9.280	      6.865       6.834      13.699	      4.107       3.755       7.863	
ppdD	      1.421       0.656       2.077	      0.749       0.655       1.404	      0.691       1.383       2.074	
ppdC	      3.431       2.088       5.519	      3.832       1.533       5.365	      4.087       1.415       5.502	
cds2931	      9.651       8.240      17.891	     11.315       9.472      20.787	     12.205       8.997      21.202	
ppdB	      1.104       0.849       1.953	      1.309       1.309       2.617	      0.805       0.447       1.253	
gabT	      5.929       6.190      12.120	      8.271       8.750      17.020	      5.227       5.581      10.808	
cds2930	      3.242       3.491       6.733	      4.912       5.072       9.984	      4.139       4.337       8.476	
ppdA	      0.508       0.508       1.017	      0.696       0.871       1.567	      0.107       0.750       0.857	
cds1845	      0.443       0.887       1.330	      1.898       0.759       2.658	      1.402       0.467       1.869	
cds1841	      5.078       3.627       8.706	      3.727       2.485       6.212	      4.333       2.039       6.371	
slsA	      6.187       4.008      10.195	      9.152       6.081      15.233	      9.040       5.483      14.524	
gabD	      5.254       4.725       9.980	      6.763       6.140      12.903	      3.517       3.065       6.582	
cds2925	      8.925       8.028      16.952	     12.454      11.322      23.776	      9.207       8.460      17.667	
cds2924	     32.548      21.751      54.298	     36.647      24.588      61.235	     27.375      18.552      45.927	
cds1838	      0.893       0.785       1.677	      1.181       1.019       2.201	      1.197       1.026       2.224	
cds1837	      0.898       0.484       1.382	      0.532       0.355       0.887	      0.437       0.218       0.655	
cds2920	     16.117      14.170      30.287	     22.201      19.001      41.202	     17.067      15.754      32.821	
exuT	    106.369     139.134     245.503	     99.756     126.996     226.752	    103.592     138.201     241.793	
cds1834	      2.136       2.702       4.839	      3.336       3.713       7.049	      1.589       1.722       3.311	
dgt	     10.914       8.706      19.620	     13.046      11.101      24.147	      8.975       7.180      16.156	
cds2919	      7.686       7.024      14.710	     10.172       8.912      19.084	      7.480       7.015      14.495	
msrA	     69.164      66.990     136.154	     73.855      70.326     144.181	     52.752      51.489     104.241	
cds2916	      2.793       2.081       4.874	      3.197       2.636       5.833	      3.034       2.373       5.407	
cds2915	      1.388       1.311       2.699	      1.453       1.717       3.169	      1.544       1.544       3.088	
cds2913	     34.470      20.253      54.723	     33.996      19.869      53.865	     34.631      20.354      54.985	
cds1827	     17.531       1.047      18.577	     19.045       1.792      20.837	     12.133       0.827      12.960	
cds1825	      5.999       4.927      10.926	      6.100       5.504      11.603	      6.604       5.419      12.023	
bolA	     15.359      15.810      31.169	     17.278      17.407      34.684	     14.758      15.075      29.833	
ntpA	      5.496       6.553      12.050	      6.969       9.685      16.654	      4.010       5.681       9.691	
dfp	      6.416       5.359      11.775	      8.408       7.135      15.543	      6.019       4.989      11.008	
cds2908	     13.177      14.785      27.962	     14.992      15.733      30.725	     13.496      13.561      27.057	
cds2907	      3.745       5.359       9.104	      3.898       5.082       8.980	      3.947       4.554       8.501	
cds2906	     28.631      37.393      66.023	     38.501      51.112      89.613	     23.584      31.994      55.578	
pitA	      3.998       3.295       7.293	      5.423       4.382       9.805	      4.584       3.573       8.158	
cds2905	     87.428      77.310     164.738	    112.695      98.783     211.478	     78.397      68.109     146.506	
cds2903	      3.782       3.480       7.262	      5.441       6.024      11.465	      3.906       4.544       8.450	
cds2902	     88.860       6.339      95.199	    114.670       7.076     121.746	     82.195       6.681      88.875	
cds1818	     49.976      46.313      96.288	     73.714      70.951     144.665	     47.153      43.752      90.905	
cds2900	      4.854       5.348      10.202	      5.847       6.341      12.188	      4.422       5.029       9.451	
cds1813	      5.908       6.218      12.126	      9.407       9.319      18.726	      4.915       4.806       9.721	
cds1812	      0.701       0.601       1.302	      0.972       0.743       1.716	      0.880       0.739       1.619	
ivbL	     22.732       3.869      26.601	     26.506       5.798      32.305	     21.408       2.039      23.447	
pcgL	      6.148       5.341      11.489	      6.116       5.743      11.859	      4.516       4.123       8.639	
lexA	    113.455     105.121     218.577	    133.576     125.430     259.006	    152.961     140.449     293.410	
aarF	     11.963      11.759      23.722	     16.141      14.367      30.508	     10.394      10.271      20.665	
cds1808	      1.557       0.584       2.141	      2.333       1.333       3.667	      2.051       1.641       3.692	
cds1807	      0.706       0.814       1.520	      1.209       1.348       2.557	      1.488       1.488       2.975	
cds1806	      1.664       1.529       3.192	      2.156       1.963       4.119	      1.848       1.658       3.506	
sfcA	     10.825      10.769      21.594	     15.937      15.961      31.898	      8.818       8.789      17.606	
cds1802	      0.715       0.238       0.953	      0.612       0.816       1.428	      1.004       0.502       1.506	
erfK	      8.959       5.200      14.159	      9.523       5.776      15.299	      8.139       6.077      14.216	
