#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_30min/ERR405227.sorted.bam Mapped Reads/million: 38.542759
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_30min/ERR405228.sorted.bam Mapped Reads/million: 37.642071
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_30min/ERR405229.sorted.bam Mapped Reads/million: 31.734760

    	ERR405227.sorted.bam	ERR405228.sorted.bam	ERR405229.sorted.bam	
    	      Sense   Antisense       Total	      Sense   Antisense       Total	      Sense   Antisense       Total	
cds3671	     58.852      57.483     116.335	     71.858      70.420     142.277	     71.348      70.531     141.879	
cds32	      2.702       2.324       5.026	      2.349       1.994       4.343	      2.676       2.438       5.114	
cds3670	     24.178      22.884      47.061	     30.121      28.683      58.804	     32.642      31.300      63.942	
cds31	      1.187       0.848       2.035	      2.084       1.476       3.559	      1.442       1.030       2.471	
cds2585	      5.613       7.503      13.116	      7.624      10.497      18.121	      5.565       6.539      12.104	
cds30	      1.068       1.068       2.136	      1.254       1.174       2.427	      1.202       1.297       2.499	
cds1499	      1.491       0.298       1.789	      1.221       0.458       1.679	      1.449       0.724       2.173	
yheA	     22.752       2.661      25.413	     38.827       4.087      42.914	     19.068       1.778      20.846	
cds2582	      4.571      12.355      16.926	      4.301      12.650      16.952	      7.803      11.704      19.507	
cds1498	      1.243       1.346       2.589	      1.114       1.379       2.492	      1.258       1.195       2.453	
cds1497	      2.114       2.979       5.093	      2.558       3.936       6.494	      3.618       4.085       7.703	
cds1496	    506.175     293.802     799.977	    915.218     532.568    1447.786	    474.813     269.916     744.729	
gpmB	     25.144      18.018      43.162	     31.445      24.434      55.879	     25.968      19.597      45.565	
cds1495	     10.340       3.760      14.101	     11.165       9.818      20.983	      7.764       4.567      12.330	
gpmA	    347.728     334.841     682.569	    432.183     418.000     850.183	    276.236     265.020     541.256	
yhdV	      6.895       5.610      12.505	      9.214       7.300      16.514	      7.949       5.678      13.626	
ramA	    206.575     319.232     525.808	    249.658     368.040     617.699	    202.519     302.305     504.824	
ssb	     14.205      14.398      28.603	     15.534      15.386      30.919	     12.499      12.910      25.408	
yhdN	     47.180      17.578      64.758	     49.244      20.302      69.547	     45.175      18.104      63.279	
cds3668	      1.714       1.325       3.039	      2.274       1.755       4.029	      2.129       1.940       4.069	
cds29	      3.863       1.441       5.304	      3.660       2.007       5.667	      5.042       2.521       7.563	
cds3667	     83.927      83.090     167.016	    101.741     101.456     203.197	     73.808      72.736     146.544	
cds28	      4.775       0.721       5.495	      3.966       1.384       5.350	      5.033       1.094       6.127	
cds3666	      4.644       2.620       7.264	      6.980       4.319      11.298	      5.795       3.777       9.572	
cds27	      1.104       1.257       2.361	      1.476       1.570       3.046	      1.378       1.229       2.607	
cds3665	      1.359       1.606       2.965	      1.796       1.670       3.466	      1.080       1.471       2.551	
yhdJ	      1.788       1.173       2.961	      2.522       1.741       4.263	      2.030       1.602       3.632	
cds3664	     10.620       9.410      20.030	     13.489      12.939      26.428	     10.014       8.599      18.613	
yhdH	     12.959      14.849      27.808	     15.858      18.038      33.896	     11.182      12.928      24.110	
cds3662	      7.343       7.712      15.054	      8.003       8.487      16.490	      8.320       8.906      17.227	
yhdG	      9.476       8.924      18.401	     11.776      10.300      22.076	     12.552      10.913      23.466	
cds698	      2.055       2.141       4.196	      2.718       2.104       4.822	      1.976       1.768       3.744	
cds3661	     13.677      16.641      30.318	     14.452      17.114      31.566	     13.425      16.582      30.006	
cds697	      0.967       1.261       2.228	      0.931       1.321       2.251	      0.926       1.282       2.208	
cds3660	      2.348       2.207       4.555	      2.815       2.445       5.260	      2.096       1.828       3.924	
yhdE	      5.504       5.722      11.225	      6.664       7.379      14.043	      6.048       6.154      12.201	
cds696	      0.696       0.660       1.356	      0.675       0.488       1.163	      0.935       0.979       1.914	
cds20	      0.478       0.552       1.030	      0.528       1.017       1.545	      0.849       0.760       1.609	
cds695	      1.966       1.695       3.661	      2.289       2.075       4.365	      2.044       1.775       3.820	
cds694	      2.234       3.099       5.333	      2.103       3.062       5.166	      1.882       2.582       4.464	
cds693	      2.544       2.616       5.160	      3.051       3.088       6.139	      3.089       2.913       6.002	
yhdA	      8.568       8.996      17.564	      9.321       9.786      19.107	      9.546       8.961      18.507	
cds692	      1.578       1.169       2.746	      1.795       1.795       3.590	      2.342       2.413       4.755	
cds691	      0.692       0.750       1.441	      1.299       1.299       2.598	      1.190       1.050       2.241	
cds1486	     19.338      20.675      40.013	     18.148      18.794      36.942	     29.257      32.075      61.332	
cds690	      0.865       0.919       1.784	      0.941       1.716       2.657	      1.576       1.641       3.217	
cds1485	     10.310      11.947      22.256	     11.232      13.133      24.365	     16.023      18.307      34.330	
clpX	     83.343      89.768     173.111	    100.959     111.318     212.278	     84.699      90.892     175.591	
cds1481	     13.268       9.964      23.233	     17.436      12.788      30.224	     11.515       8.840      20.355	
cds1480	     13.916       7.865      21.781	     19.715      12.572      32.287	     12.968       8.991      21.958	
mfd	      8.596       8.912      17.508	     11.830      12.424      24.254	      7.322       7.780      15.102	
clpP	    113.677      98.791     212.468	    131.297     113.544     244.842	    109.178      95.190     204.368	
sodC	      7.456      11.183      18.639	      8.346      13.029      21.375	      6.520       8.632      15.152	
sodB	    151.615     138.909     290.524	    182.584     169.803     352.388	    114.945     105.795     220.741	
sodA	    702.484     702.067    1404.551	    898.582     903.202    1801.784	    561.112     560.503    1121.616	
yhcQ	      1.585       1.947       3.532	      1.566       2.164       3.730	      1.351       1.790       3.141	
yhcP	      1.595       1.648       3.243	      1.525       1.714       3.240	      1.377       1.441       2.818	
cds3659	      3.113       2.935       6.047	      3.893       4.029       7.922	      3.861       3.753       7.615	
cds3658	     36.228      28.124      64.352	     39.256      30.192      69.448	     33.083      25.225      58.308	
cds19	      0.850       0.877       1.727	      1.326       1.383       2.709	      1.235       1.285       2.520	
cds3657	      7.687      16.216      23.903	      9.183      20.048      29.231	      7.440      15.707      23.147	
cds18	      1.036       1.824       2.860	      1.407       1.753       3.159	      1.504       2.188       3.693	
cds3656	      6.431       3.548       9.979	     12.488       3.860      16.348	      8.080       5.387      13.466	
cds17	     10.749      10.304      21.053	     11.664      11.499      23.163	     15.305      14.885      30.191	
cds3655	      6.901       7.031      13.932	      7.795       8.060      15.856	      7.177       6.941      14.118	
cds16	      1.052       0.760       1.811	      1.197       1.017       2.214	      1.207       0.781       1.987	
cds15	      1.069       1.020       2.089	      1.144       1.393       2.537	      1.121       1.298       2.419	
udhA	    289.583     281.527     571.109	    385.539     376.020     761.559	    244.217     235.670     479.888	
cds14	      0.376       0.752       1.128	      0.539       0.693       1.232	      0.548       0.731       1.279	
cds689	      0.688       0.430       1.119	      1.718       1.013       2.731	      1.306       0.836       2.143	
cds13	      2.846       2.846       5.693	      3.223       3.475       6.698	      2.692       2.726       5.418	
cds688	      0.372       0.930       1.302	      0.667       1.143       1.809	      0.339       1.129       1.468	
cds3651	     10.713       9.496      20.209	     16.084      14.295      30.379	      7.717       6.817      14.534	
folP	      2.323       2.689       5.012	      3.817       4.443       8.261	      3.340       3.489       6.829	
cds687	      0.932       0.857       1.789	      1.374       1.489       2.863	      1.087       1.222       2.309	
cds3650	      6.016      10.973      16.989	      8.400      12.670      21.071	      5.190       9.507      14.697	
clpB	     72.584      73.169     145.753	     98.606      99.432     198.038	     60.268      60.770     121.038	
cds686	      1.088       1.139       2.227	      1.644       1.644       3.288	      1.321       1.195       2.516	
clpA	     93.093      98.129     191.222	    115.119     122.330     237.449	     87.932      92.651     180.584	
cds685	      1.541       1.284       2.826	      1.491       1.666       3.156	      0.832       1.352       2.184	
cds684	      0.988       0.680       1.668	      1.645       1.518       3.163	      1.576       1.501       3.076	
cds683	      0.262       0.524       0.786	      2.147       0.805       2.952	      0.318       0.955       1.273	
cds1478	      6.361       3.013       9.374	      6.084       2.485       8.570	      4.269       2.236       6.506	
folK	      1.243       1.243       2.486	      1.494       1.660       3.155	      1.313       1.576       2.889	
cds682	      0.262       0.131       0.393	      0.939       0.671       1.610	      0.477       0.637       1.114	
cds2561	      1.131       1.098       2.229	      1.430       1.499       2.929	      1.050       1.091       2.141	
cds1477	      4.152       3.723       7.875	      4.838       3.900       8.738	      4.487       3.965       8.452	
cds681	      0.378       0.630       1.008	      0.516       0.688       1.204	      0.612       0.561       1.173	
cds1476	     21.412      21.263      42.675	     24.184      23.696      47.880	     18.472      17.929      36.401	
cds680	      6.172       5.258      11.430	     10.123       6.768      16.891	      8.213       6.247      14.460	
cds1475	     18.024      15.916      33.940	     22.064      19.199      41.263	     19.816      17.565      37.381	
cds1474	     15.629      12.687      28.316	     16.272      12.317      28.589	     15.836      12.317      28.152	
cds1473	     31.638      30.653      62.290	     34.637      31.946      66.583	     29.517      27.921      57.438	
cds1472	     42.363      39.966      82.330	     47.447      44.011      91.457	     36.047      33.039      69.087	
folE	     31.646      32.926      64.572	     35.064      36.573      71.637	     33.066      33.772      66.838	
cds1471	      0.609       0.335       0.944	      0.655       0.374       1.029	      0.999       0.666       1.664	
folD	     22.205      19.481      41.686	     24.145      22.276      46.422	     23.661      21.516      45.177	
prsA	     12.617      14.423      27.040	     16.870      19.476      36.346	     10.603      12.232      22.836	
cds1470	      0.337       0.184       0.521	      0.377       0.377       0.754	      0.559       0.410       0.968	
folC	      5.418       3.966       9.384	      7.809       6.280      14.089	      5.413       3.774       9.188	
folB	      1.072       0.858       1.930	      2.122       1.976       4.098	      1.649       1.215       2.865	
yhbV	      0.531       0.354       0.886	      0.725       0.635       1.360	      0.538       0.394       0.932	
folA	     16.000      20.756      36.756	     17.655      23.965      41.620	     16.018      20.679      36.697	
cds3648	      2.579       4.364       6.943	      3.168       6.215       9.383	      2.554       3.999       6.553	
cds3647	      1.107       1.371       2.479	      1.080       1.512       2.592	      1.025       1.089       2.114	
cds3646	     22.837      17.235      40.072	     29.371      22.879      52.250	     22.166      18.241      40.408	
cds3644	     22.850      19.269      42.119	     25.914      22.589      48.502	     22.224      19.128      41.352	
cds3643	      7.027       7.423      14.450	     10.073      10.737      20.810	      8.534       8.709      17.244	
cds679	     57.241      77.711     134.952	     83.712     104.098     187.810	     41.562      56.902      98.463	
cds2558	      0.778       0.732       1.510	      1.101       0.960       2.062	      1.250       1.084       2.334	
cds678	     85.866     111.657     197.523	    129.747     156.392     286.138	     78.497      99.785     178.282	
cds3641	      4.585       4.128       8.714	      5.965       5.313      11.278	      4.935       4.618       9.552	
cds2557	      1.171       1.982       3.153	      1.255       2.103       3.358	      1.182       2.013       3.195	
cds677	      1.331       0.887       2.218	      2.271       0.681       2.952	      1.885       1.077       2.963	
cds3640	      3.779       1.672       5.451	      4.986       3.497       8.483	      4.502       3.707       8.209	
cds675	      4.202       3.549       7.751	      6.391       5.284      11.675	      3.344       2.675       6.020	
cds674	      4.518       4.957       9.475	      5.102       6.582      11.684	      3.700       4.358       8.058	
cds2553	     55.759      18.662      74.422	     59.657      17.944      77.601	     42.015      12.991      55.006	
cds1469	      0.733       0.759       1.492	      0.871       0.777       1.648	      0.890       0.938       1.827	
cds673	      5.452       4.485       9.938	      6.078       4.675      10.753	      6.067       4.567      10.634	
cds1468	      1.555       1.244       2.800	      1.688       1.497       3.185	      1.096       0.945       2.040	
cds672	     15.942      14.483      30.426	     19.204      17.675      36.879	     19.278      17.844      37.122	
cds1467	      2.371       2.697       5.068	      2.047       2.380       4.428	      2.428       2.146       4.574	
cds1466	      2.832       3.903       6.735	      3.213       4.545       7.758	      5.205       5.298      10.504	
cds670	      2.796       3.641       6.438	      3.429       4.228       7.657	      3.672       4.818       8.490	
cds1465	      3.021       2.304       5.325	      3.596       2.707       6.303	      3.761       2.706       6.467	
cds1464	      4.561       3.743       8.304	      5.683       4.097       9.781	      4.024       3.031       7.055	
cds1463	     13.400      13.325      26.725	     14.982      14.853      29.835	     11.847      12.000      23.847	
cds1462	    533.861     170.526     704.387	    534.758     146.478     681.236	    540.386     162.993     703.379	
mdh	   1014.626    1204.394    2219.020	   1538.057    1880.642    3418.699	    717.240     855.769    1573.009	
cds1461	    340.025     243.606     583.630	    385.516     287.490     673.006	    298.060     195.084     493.143	
gcpE	     31.440      34.802      66.243	     42.259      46.675      88.933	     26.780      30.075      56.855	
cds3635	      2.039       1.976       4.016	      2.630       2.552       5.182	      2.844       2.981       5.825	
cds1458	     40.712      40.436      81.148	     43.947      44.041      87.988	     37.378      38.272      75.649	
cds2541	     33.487      63.355      96.842	     39.952      77.742     117.694	     30.901      58.625      89.526	
cds1457	      2.022       2.134       4.156	      1.909       2.024       3.933	      1.746       1.910       3.656	
cds661	      6.694       4.397      11.091	      7.805       4.353      12.157	      5.341       3.323       8.664	
cds2540	    124.753      55.566     180.319	    156.518      55.124     211.643	    119.743      41.490     161.232	
cds1456	     15.108      13.737      28.846	     19.088      17.225      36.312	     13.034      12.137      25.171	
cds1455	     11.836      13.749      25.585	     14.589      16.604      31.192	     10.268      11.110      21.378	
cds1454	      1.231       1.081       2.312	      1.430       1.430       2.861	      1.151       1.111       2.262	
cds1453	     39.568      27.399      66.968	     43.415      29.230      72.645	     32.255      21.751      54.006	
cds1452	    466.358     455.383     921.741	    532.847     520.633    1053.480	    364.588     354.447     719.035	
cds1450	      3.849       3.820       7.669	      4.718       4.529       9.247	      3.397       3.397       6.794	
prpR	      8.760       8.728      17.488	     13.937      14.067      28.004	      6.957       6.996      13.953	
cds3625	     33.576      38.791      72.367	     43.756      57.299     101.055	     40.161      35.991      76.152	
fur	    132.819     170.620     303.439	    161.390     211.003     372.393	    115.611     148.304     263.915	
cds3623	      8.378      13.108      21.486	     10.931      14.667      25.597	      6.729      10.668      17.397	
cds2539	     71.782      20.324      92.105	     87.889      20.589     108.478	     58.296      14.443      72.738	
motB	     31.469      31.888      63.357	     33.622      33.022      66.644	     44.014      43.472      87.486	
cds2538	      9.729       2.378      12.108	     13.504       1.107      14.611	      9.716       2.101      11.817	
motA	     23.579      19.722      43.300	     24.023      19.236      43.260	     31.937      27.572      59.509	
cds3621	    203.041    1812.823    2015.864	    316.176    2436.023    2752.199	    288.853    3013.138    3301.991	
cds2537	     49.557      43.242      92.799	     56.599      48.681     105.280	     47.739      42.070      89.810	
cds2536	      9.623      17.601      27.224	     15.029      23.323      38.352	     10.356      17.457      27.813	
tcfD	     16.192      15.759      31.951	     18.129      17.809      35.938	     14.589      13.859      28.448	
cds656	    142.939       7.928     150.867	    149.311       9.593     158.904	    146.177       5.835     152.012	
tcfB	      3.153       2.658       5.811	      2.813       2.721       5.535	      3.501       3.118       6.620	
cds2533	      2.006       1.911       3.917	      1.744       1.783       3.527	      1.793       1.908       3.700	
tcfA	      6.568       6.860      13.429	      7.024       6.800      13.825	      8.908       9.130      18.038	
cds1449	     30.602      25.446      56.048	     32.186      32.015      64.201	     27.067      20.603      47.671	
pldB	      7.373       6.097      13.470	     10.736       9.195      19.931	      7.126       6.290      13.416	
pldA	     30.806      31.164      61.970	     34.078      33.772      67.850	     24.955      25.173      50.128	
cds1446	      3.513       3.108       6.621	      6.365       4.289      10.654	      3.611       2.954       6.565	
cds1445	      5.445       4.404       9.850	      7.297       6.805      14.103	      4.668       4.182       8.850	
prpE	      1.320       1.595       2.915	      2.224       2.731       4.956	      0.969       1.152       2.121	
cds1444	      5.939       4.958      10.897	      7.202       7.202      14.405	      4.412       4.692       9.103	
prpD	      2.716       3.038       5.754	      4.775       4.940       9.715	      1.671       1.845       3.516	
prpC	      5.921       6.431      12.352	      9.832      10.558      20.390	      3.932       3.932       7.864	
prpB	      5.055       3.652       8.707	      8.167       6.552      14.719	      3.194       2.803       5.997	
cds1441	     14.641      12.309      26.949	     18.639      16.019      34.659	     12.274      10.897      23.171	
cds1440	     14.927      21.781      36.708	     24.598      35.028      59.626	     13.305      16.884      30.188	
proY	      7.740       8.781      16.521	      8.332      10.192      18.525	      6.367       7.217      13.584	
proX	      1.485       1.276       2.761	      1.520       1.440       2.961	      1.266       1.202       2.468	
proW	      2.729       3.776       6.505	      3.218       4.315       7.533	      3.906       5.326       9.231	
proS	      8.075       8.407      16.482	     11.529      11.962      23.491	      7.479       7.736      15.215	
sulA	    117.771      95.234     213.005	    123.402      99.232     222.634	    127.837      99.477     227.313	
cds3614	      4.313       4.082       8.395	      6.022       5.856      11.878	      4.678       4.482       9.159	
proP	     12.653      12.066      24.720	     13.840      13.575      27.414	     16.143      16.039      32.182	
cds3613	      3.192       3.063       6.255	      4.454       4.006       8.460	      4.220       3.720       7.940	
cds2529	      2.102       2.058       4.160	      2.466       2.444       4.910	      2.154       2.021       4.175	
cds3612	      0.393       6.093       6.486	      2.214       7.849      10.063	      0.955       7.878       8.833	
cds645	      1.966       3.014       4.979	      1.342       5.099       6.440	      1.432       2.865       4.297	
cds1439	     89.742      73.926     163.668	    107.598      94.497     202.096	     67.915      58.562     126.476	
map	     38.445      33.778      72.222	     47.184      40.334      87.517	     33.453      30.520      63.974	
cds643	      2.803       3.020       5.824	      2.314       2.737       5.051	      2.375       2.586       4.962	
cds2522	      0.000       7.476       7.476	      0.000       9.306       9.306	      0.178       4.629       4.807	
cds1438	      3.145       3.212       6.357	      3.511       3.597       7.108	      2.540       2.621       5.160	
cds642	      2.212       2.816       5.028	      2.554       3.830       6.384	      2.052       2.394       4.446	
cds2521	      9.069       9.009      18.078	      9.409       9.470      18.879	      5.544       5.617      11.160	
cds1437	      1.029       1.257       2.286	      1.443       1.560       3.004	      1.481       1.573       3.054	
cds641	      4.287       4.361       8.648	      5.298       5.828      11.126	      4.668       4.758       9.426	
cds2520	      8.093       8.728      16.821	      9.343       8.612      17.954	      9.155       8.962      18.117	
cds640	      3.199       3.249       6.449	      4.735       4.530       9.265	      2.489       2.246       4.736	
cds1436	      1.134       1.099       2.233	      1.524       1.561       3.085	      1.291       0.947       2.238	
cds1435	      0.961       1.722       2.683	      1.353       1.886       3.239	      1.313       2.091       3.404	
smp	      6.637       5.471      12.108	     10.256       9.226      19.482	      5.227       4.543       9.771	
cds1434	      2.554       2.179       4.733	      3.591       3.730       7.321	      2.192       1.737       3.929	
proC	     24.151      22.998      47.150	     35.487      34.306      69.793	     22.136      20.891      43.026	
cds1433	     33.390      26.096      59.486	     37.731      30.108      67.840	     31.420      24.752      56.172	
proB	      6.956       6.651      13.607	     10.251       9.649      19.900	      6.622       6.108      12.730	
cds1432	      1.066       1.169       2.235	      1.831       1.690       3.521	      1.420       1.483       2.903	
proA	      2.675       2.862       5.537	      3.292       4.077       7.369	      3.023       3.476       6.499	
cds1431	      5.968       6.127      12.095	      7.565       7.842      15.407	      5.097       5.271      10.368	
cds1430	      0.811       0.495       1.306	      1.199       0.876       2.075	      0.656       0.547       1.204	
smg	    190.593     245.385     435.978	    227.493     289.144     516.636	    179.561     227.891     407.452	
fsr	      2.231       2.125       4.356	      3.220       3.133       6.353	      2.813       2.787       5.600	
cds3603	      7.186       8.076      15.262	      9.637      11.851      21.487	      5.252       6.565      11.817	
cds639	      1.012       0.401       1.413	      1.388       0.665       2.053	      0.858       0.417       1.275	
cds2518	    191.303     181.789     373.092	    238.563     226.283     464.846	    166.099     158.326     324.425	
cds638	      7.878       4.510      12.387	      9.644       5.728      15.373	      6.136       3.605       9.741	
cds3601	     54.293      44.491      98.784	     73.499      60.757     134.257	     48.376      41.957      90.332	
cds3600	    103.941     128.445     232.386	    109.817     129.277     239.094	    130.778     159.307     290.084	
cds2516	     38.506      47.566      86.072	     57.138      53.132     110.270	     50.768      53.269     104.037	
cds2515	     31.449      35.478      66.927	     34.818      43.572      78.390	     34.674      37.718      72.392	
cds2514	     42.291      20.151      62.441	     55.257      28.957      84.214	     40.649      17.646      58.296	
cds2513	      6.690       2.611       9.301	      8.521       2.673      11.194	      7.135       2.775       9.909	
cds633	      9.387      14.344      23.730	     10.367      16.523      26.890	      6.405      12.169      18.574	
cds1429	      1.790       1.316       3.106	      2.054       1.767       3.820	      1.703       1.388       3.091	
slt	      3.388       3.167       6.555	      5.020       4.555       9.574	      3.362       3.094       6.456	
cds632	      6.016       6.100      12.116	      7.101       7.144      14.246	      4.973       4.719       9.692	
cds1427	      5.405       4.226       9.631	      7.447       5.333      12.780	      4.138       3.103       7.241	
cds1426	      1.885       2.500       4.386	      2.308       2.938       5.246	      1.294       1.842       3.136	
cds1425	      4.146       2.962       7.108	      6.005       4.852      10.857	      3.813       3.525       7.338	
cydD	      7.298       6.842      14.140	      8.224       7.592      15.816	      6.028       5.510      11.538	
cds1424	      2.443       3.086       5.530	      3.259       4.148       7.407	      1.757       2.148       3.905	
cydC	      3.164       4.008       7.172	      4.520       5.230       9.750	      3.367       3.605       6.972	
cds1423	      2.290       2.567       4.857	      3.659       3.882       7.541	      2.134       2.110       4.245	
cydB	      9.422       8.079      17.502	     13.190      10.836      24.026	      7.795       7.076      14.871	
cds1422	      4.784       4.692       9.476	      6.029       5.841      11.870	      2.570       2.458       5.028	
cydA	     12.071      12.567      24.639	     13.461      14.544      28.005	     10.042      10.343      20.385	
cds1421	      3.733       3.292       7.025	      4.843       4.107       8.950	      2.760       2.675       5.435	
tviE	     85.663      92.100     177.763	    118.897     130.108     249.005	     63.802      68.301     132.104	
tviD	    110.319     123.645     233.964	    161.003     184.355     345.358	     80.735      90.090     170.824	
tviC	    181.170     170.416     351.586	    272.790     256.120     528.910	    131.492     122.764     254.256	
tviB	    251.149     264.649     515.798	    420.691     463.762     884.453	    196.785     208.127     404.911	
tviA	    891.650     862.630    1754.281	   1570.740    1478.251    3048.992	    641.194     610.267    1251.461	
fusA	     47.609      38.740      86.349	     64.173      50.067     114.240	     46.723      38.990      85.713	
maA	     17.485      32.902      50.386	     20.454      41.197      61.650	     18.952      35.450      54.402	
frr	     88.297      91.459     179.757	    120.499     123.023     243.522	     77.874      80.359     158.234	
cds2508	     25.235      23.343      48.578	     31.545      29.015      60.561	     20.976      20.018      40.993	
cds2507	      3.168       3.357       6.525	      3.490       3.630       7.119	      3.494       3.557       7.051	
cds2506	      1.922       1.081       3.003	      1.906       1.537       3.444	      1.532       1.240       2.772	
cds2505	      1.505       1.409       2.915	      2.821       2.525       5.346	      2.256       2.023       4.279	
cds625	     35.991       7.052      43.042	     46.729       9.673      56.402	     27.794       8.726      36.521	
cds2504	      2.378       0.000       2.378	      7.306       0.664       7.970	      4.464       0.263       4.727	
cds623	      2.659       2.776       5.434	      2.782       2.752       5.535	      3.371       3.407       6.778	
cds1419	      8.728       2.327      11.055	     10.318       2.410      12.728	      7.677       1.831       9.508	
cds1416	     37.114      35.873      72.988	     48.804      48.645      97.448	     31.841      30.946      62.787	
cds1415	      2.492       1.696       4.188	      2.466       1.608       4.074	      2.264       1.501       3.764	
cds1414	      8.793       7.827      16.620	      9.202       8.361      17.562	      7.335       6.690      14.025	
cds1413	      6.747       3.486      10.233	      9.572       4.975      14.547	      5.500       3.127       8.627	
cds1412	     64.245     187.232     251.478	     95.224     324.542     419.766	     44.334     129.319     173.653	
cycA	     14.432      15.597      30.029	     19.943      21.571      41.514	     12.322      13.152      25.474	
prmA	      1.706       1.941       3.648	      2.440       2.952       5.392	      2.215       2.644       4.859	
tinR	      2.503       3.129       5.633	      3.729       4.894       8.622	      2.902       4.215       7.118	
cds613	      1.558       1.363       2.922	      2.633       2.513       5.146	      2.933       2.318       5.252	
cds1409	      2.920      18.420      21.340	      3.910      26.336      30.246	      1.773      15.551      17.324	
cds612	      1.898       0.211       2.109	      3.672       0.432       4.104	      3.074       0.000       3.074	
cds611	      2.627       1.858       4.484	      3.411       2.624       6.035	      2.101       1.400       3.501	
cds1407	      5.699       5.899      11.598	      6.450       6.767      13.218	      4.865       5.042       9.907	
sbcD	      2.243       2.804       5.047	      2.738       3.224       5.962	      2.436       3.038       5.475	
cds1406	      3.086       2.907       5.993	      3.197       3.233       6.430	      2.550       2.462       5.012	
sbcC	      1.059       1.034       2.093	      1.161       1.255       2.417	      1.114       1.104       2.218	
sbcB	     12.601      15.302      27.903	     16.300      19.493      35.793	     11.164      13.631      24.795	
cybC	     81.389     114.776     196.165	    103.587     147.177     250.764	     65.139      92.661     157.800	
prlC	     32.689      32.104      64.793	     41.936      41.039      82.975	     28.133      27.378      55.511	
cds1402	     37.144      25.613      62.756	     39.963      30.994      70.956	     28.818      20.603      49.421	
prlA	    157.697     132.765     290.462	    194.239     165.479     359.718	    174.281     151.050     325.332	
cds1401	     22.659      10.090      32.749	     23.378       9.328      32.706	     18.206       8.893      27.100	
cds1400	     16.593      13.224      29.817	     16.938      13.437      30.376	     16.000      12.641      28.641	
radC	     11.181       1.753      12.934	     14.161       1.994      16.155	     10.078       1.656      11.734	
radA	      4.896       5.891      10.787	      5.359       6.339      11.698	      4.603       5.354       9.957	
cyaY	     21.257      19.722      40.979	     28.138      26.400      54.539	     25.130      21.400      46.531	
suhB	      5.809       5.260      11.069	      7.798       7.302      15.100	      6.192       5.722      11.915	
fpr	     40.324      39.039      79.364	     43.637      42.641      86.277	     41.256      39.315      80.571	
cds608	     11.639      12.540      24.179	     13.283      14.796      28.079	     12.867      13.261      26.128	
cds607	     30.971      36.133      67.104	     31.481      37.322      68.803	     32.171      38.440      70.611	
cds600	     31.973      20.704      52.677	     32.201      18.247      50.449	     23.236      16.551      39.787	
prkB	      8.469      10.378      18.848	     12.397      14.107      26.505	      8.367      10.069      18.436	
cyaA	     29.307      37.354      66.661	     39.708      52.485      92.194	     27.156      34.344      61.501	
sugE	     16.399      13.381      29.780	     19.883      18.295      38.178	     12.882      11.594      24.476	
dsrB	     26.207      14.152      40.359	     30.725      17.845      48.570	     21.167      12.095      33.262	
pepT	      7.615       7.404      15.019	     10.432      10.194      20.626	      7.429       7.276      14.705	
focA	     53.795      40.460      94.256	     70.007      51.986     121.993	     41.795      32.907      74.701	
pepQ	     30.737      28.750      59.487	     44.995      42.422      87.417	     25.100      24.154      49.254	
sufI	      5.490       6.684      12.174	      7.426       8.893      16.319	      5.040       5.999      11.039	
pepP	     24.527      31.323      55.850	     30.802      38.326      69.128	     23.615      29.669      53.284	
pepN	     16.721      16.691      33.412	     20.588      20.730      41.318	     14.435      14.339      28.774	
miaE	      5.121       7.597      12.718	      6.911       9.689      16.599	      5.520       7.373      12.893	
endA	      1.686       2.089       3.775	      1.463       1.538       3.002	      1.780       2.047       3.828	
miaB	      8.560       8.472      17.032	     10.648      10.268      20.916	      8.034       7.905      15.938	
miaA	    100.234      97.233     197.467	    128.081     123.528     251.609	     79.093      79.026     158.119	
fnr	    238.631     234.029     472.660	    279.962     273.981     553.943	    227.911     223.511     451.423	
pepE	      4.851       4.287       9.137	      6.661       6.430      13.091	      4.887       4.476       9.362	
pepD	     74.526      73.156     147.681	    110.801     109.708     220.509	     54.291      53.318     107.609	
fhuD	      2.330       2.097       4.426	      2.296       2.355       4.651	      1.945       1.768       3.713	
fhuC	      0.195       0.325       0.520	      0.333       0.466       0.799	      0.079       0.197       0.276	
yneB	      5.716       5.627      11.344	     11.736      10.978      22.715	      5.252       5.000      10.252	
fhuB	      1.462       0.946       2.408	      1.110       0.671       1.781	      1.072       0.658       1.730	
priB	     26.769      26.357      53.126	     28.253      26.988      55.240	     26.209      27.410      53.619	
priA	      2.313       2.478       4.790	      2.670       2.585       5.255	      2.336       2.336       4.672	
fmt	     49.482      63.878     113.360	     65.042      81.155     146.197	     44.076      57.272     101.348	
fms	    121.586     102.560     224.146	    140.123     113.557     253.679	    115.109      96.016     211.125	
lasT	      8.346       8.799      17.146	     10.131      11.060      21.191	      8.807       9.036      17.843	
fumC	     75.322      77.374     152.696	    105.696     109.632     215.329	     55.167      57.973     113.140	
fumB	      2.804       2.583       5.388	      3.436       3.468       6.904	      3.253       2.985       6.237	
fumA	    152.977     147.228     300.205	    207.092     200.350     407.442	    125.012     119.387     244.398	
