#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_6h/mapped_ERR405230.sorted.bam Mapped Reads/million: 30.700644
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_6h/mapped_ERR405231.sorted.bam Mapped Reads/million: 30.864573
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_6h/mapped_ERR405232.sorted.bam Mapped Reads/million: 19.470339

    	mapped_ERR405230.sorted.bam	mapped_ERR405231.sorted.bam	mapped_ERR405232.sorted.bam	
    	      Sense   Antisense       Total	      Sense   Antisense       Total	      Sense   Antisense       Total	
pcgL	      5.281       4.816      10.097	      7.900       7.060      14.960	      2.998       2.598       5.596	
lexA	    153.664     144.518     298.181	    186.205     175.458     361.663	    154.334     144.888     299.221	
aarF	     16.257      16.336      32.592	     22.350      21.521      43.871	     12.895      13.145      26.040	
cds1808	      1.854       1.456       3.310	      3.029       1.976       5.005	      1.461       0.835       2.297	
cds1807	      1.588       1.699       3.287	      1.616       1.653       3.269	      1.223       1.398       2.620	
cds1806	      2.233       2.019       4.251	      2.495       2.251       4.746	      1.736       1.591       3.328	
sfcA	      9.937      10.144      20.081	     14.574      14.761      29.335	      7.938       7.968      15.906	
cds1802	      1.134       0.972       2.107	      0.967       1.128       2.095	      1.533       1.022       2.555	
erfK	     11.558       8.266      19.824	     13.796       8.013      21.809	      8.781       6.241      15.021	
cds1801	    167.447     168.573     336.021	    200.718     204.478     405.195	    160.802     161.943     322.745	
cds1800	      2.953       4.169       7.123	      3.110       4.147       7.258	      1.917       3.013       4.931	
lldP	      2.203       2.242       4.445	      2.387       2.250       4.637	      1.954       1.706       3.660	
recR	      4.569       8.385      12.954	      4.384       9.944      14.329	      3.221       5.933       9.153	
recQ	      8.223       7.903      16.126	      8.746       8.534      17.280	      6.904       6.736      13.640	
recO	      6.747       9.026      15.772	      7.022      10.222      17.244	      4.298       7.045      11.343	
recN	     77.512      73.651     151.163	     82.987      79.459     162.446	     77.349      73.672     151.021	
recJ	     11.158      13.018      24.176	     13.640      16.162      29.802	     10.219      11.581      21.800	
sfbC	      4.146       3.010       7.156	      3.044       2.455       5.498	      3.191       2.724       5.914	
sfbB	      2.530       2.530       5.060	      1.593       1.561       3.154	      2.020       2.071       4.091	
recG	      4.537       3.896       8.433	      5.011       4.715       9.726	      3.922       3.725       7.647	
sfbA	      3.998       3.841       7.839	      5.108       4.991      10.098	      3.647       3.399       7.046	
recF	      3.518       3.184       6.703	      3.741       3.650       7.391	      3.491       3.347       6.838	
recD	      1.863       1.898       3.761	      2.047       2.118       4.165	      1.650       1.762       3.413	
recC	      5.071       4.743       9.814	      7.033       6.342      13.375	      4.752       4.082       8.834	
recB	      3.344       3.757       7.101	      4.020       4.459       8.479	      2.882       3.129       6.011	
recA	    497.484     492.178     989.661	    586.061     581.027    1167.088	    527.917     521.630    1049.547	
dcp	     11.814      11.926      23.740	     15.637      15.637      31.274	      9.075       8.899      17.975	
dcm	     14.249      14.226      28.475	     18.770      18.453      37.222	     11.629      11.736      23.365	
yrfG	      6.276       5.223      11.499	      8.932       7.564      16.496	      4.912       3.973       8.885	
yrfF	      6.887      10.140      17.027	      9.023      13.215      22.238	      5.731       7.970      13.701	
nagE	     15.194      15.094      30.288	     19.344      19.476      38.820	     10.598      10.624      21.223	
yrfE	     45.231      41.521      86.751	     50.852      46.998      97.850	     37.165      33.982      71.147	
dcd	     21.771      23.282      45.053	     25.274      27.779      53.053	     19.150      20.297      39.447	
nagD	     10.987      11.117      22.104	     17.297      16.781      34.078	      9.890       9.754      19.644	
yrfD	      0.919       0.752       1.670	      0.789       0.914       1.703	      0.461       0.329       0.790	
nagC	      6.616       9.150      15.766	      9.526      11.914      21.441	      5.805       6.941      12.745	
yrfC	      0.362       0.664       1.025	      0.480       0.600       1.080	      0.571       0.476       1.046	
leuS	     25.208      23.405      48.613	     36.476      34.582      71.058	     18.015      17.120      35.135	
nagB	     18.259      16.754      35.013	     25.038      22.692      47.730	     13.850      12.247      26.097	
yrfB	      0.206       0.481       0.687	      0.068       0.205       0.273	      0.217       0.325       0.542	
nagA	      8.940       8.799      17.739	     11.445      12.006      23.451	      6.181       6.492      12.673	
yrfA	      1.053       0.243       1.296	      1.370       0.161       1.531	      1.278       0.128       1.405	
leuO	      4.929       5.584      10.513	      4.731       5.794      10.526	      5.326       5.761      11.087	
leuL	     14.227       0.374      14.602	     13.407       1.490      14.896	     18.891       0.000      18.891	
ccmH	      0.686       0.530       1.217	      0.621       0.403       1.024	      0.443       0.394       0.836	
ddlB	     11.317      10.433      21.750	     14.212      12.840      27.052	      9.759       7.250      17.009	
ddlA	      9.697       5.503      15.201	     16.007       8.669      24.677	      7.176       4.315      11.492	
ccmF	      0.135       0.169       0.303	      0.201       0.268       0.470	      0.186       0.213       0.399	
ccmE	      0.679       0.746       1.425	      0.675       0.675       1.350	      0.214       0.214       0.428	
ccmD	      0.459       0.153       0.612	      0.913       0.608       1.521	      0.241       0.482       0.723	
ccmC	      0.436       0.480       0.916	      0.477       0.347       0.824	      0.413       0.619       1.031	
ccmB	      0.395       0.345       0.740	      0.442       0.442       0.884	      0.467       0.311       0.778	
ccmA	      0.211       0.685       0.896	      0.472       0.996       1.468	      0.499       1.163       1.662	
leuD	      1.881       1.774       3.655	      2.780       1.871       4.651	      1.695       1.017       2.712	
leuC	      0.976       0.930       1.906	      0.740       0.740       1.480	      1.026       1.136       2.163	
leuB	      1.611       1.849       3.460	      2.225       2.344       4.569	      2.022       2.211       4.233	
leuA	      3.357       3.854       7.211	      4.637       5.070       9.708	      3.365       4.280       7.645	
pipD	     34.877      31.642      66.519	     55.190      50.715     105.905	     24.667      22.221      46.888	
pipB	     49.640      49.268      98.908	     68.572      68.572     137.144	     34.768      34.416      69.184	
pipA	      3.396       3.348       6.744	      4.805       4.662       9.468	      2.413       2.640       5.053	
exoX	     19.898      16.449      36.347	     26.328      22.017      48.344	     19.104      16.091      35.195	
kduI	      1.596       1.596       3.191	      2.323       2.284       4.606	      1.964       1.902       3.866	
dam	      5.565       3.619       9.184	      6.348       4.490      10.839	      4.541       3.436       7.977	
kduD	      2.864       2.650       5.514	      4.379       4.082       8.461	      3.640       3.640       7.279	
yrdD	     41.271      64.305     105.576	     55.193      84.311     139.503	     34.240      54.103      88.343	
yrdC	     29.105      35.131      64.236	     40.485      47.610      88.095	     22.946      27.607      50.553	
yrdB	     14.898      17.675      32.573	     18.460      23.358      41.818	     13.736      16.125      29.861	
yrdA	     13.322      11.562      24.884	     16.754      13.544      30.298	     11.938      10.179      22.117	
yejM	      4.920       5.826      10.747	      6.697       8.114      14.811	      3.908       4.812       8.720	
yejL	     19.001      27.430      46.430	     20.889      29.984      50.873	     11.939      20.274      32.213	
yejK	     13.120      13.152      26.271	     14.689      15.043      29.732	     12.280      11.821      24.101	
nadR	      8.374       8.929      17.303	     10.616      11.036      21.652	      8.414       8.456      16.870	
yejH	      4.976       4.532       9.507	      6.090       5.575      11.665	      4.258       3.996       8.254	
yejG	    137.088     137.844     274.932	    145.751     149.414     295.165	    115.225     112.099     227.325	
yejF	     15.221       9.874      25.095	     18.523      11.880      30.403	     15.796      10.272      26.068	
yejE	      3.778       4.413       8.191	      4.674       5.747      10.421	      3.704       4.405       8.110	
yejD	      9.079       7.722      16.801	     10.567       8.938      19.505	      6.346       4.944      11.290	
yejB	      7.466       7.258      14.725	      9.172       9.232      18.404	      6.989       6.707      13.696	
yejA	      4.293       3.914       8.206	      5.561       5.328      10.890	      3.384       3.100       6.484	
cpdB	     11.461      12.751      24.212	     18.433      20.083      38.516	      9.141      10.040      19.181	
kdtA	     10.169       7.901      18.070	     11.434       9.329      20.763	      6.953       6.269      13.222	
nadE	     51.062      50.787     101.848	     68.556      68.595     137.151	     43.731      43.917      87.647	
cvpA	     12.256      11.124      23.380	     14.842      13.715      28.557	     10.713       9.768      20.481	
nadC	      7.251       7.068      14.319	      9.676       9.858      19.534	      6.492       6.205      12.696	
nadB	      2.890       1.887       4.777	      3.513       2.196       5.709	      2.373       1.962       4.335	
