#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_6h/mapped_ERR405230.sorted.bam Mapped Reads/million: 30.700644
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_6h/mapped_ERR405231.sorted.bam Mapped Reads/million: 30.864573
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_6h/mapped_ERR405232.sorted.bam Mapped Reads/million: 19.470339

    	mapped_ERR405230.sorted.bam	mapped_ERR405231.sorted.bam	mapped_ERR405232.sorted.bam	
    	      Sense   Antisense       Total	      Sense   Antisense       Total	      Sense   Antisense       Total	
cds44	     17.794      45.692      63.486	     22.950      62.849      85.799	     17.833      40.422      58.256	
yhfG	      6.592      11.245      17.837	      5.207      11.764      16.971	      7.031       9.783      16.814	
cds2597	      3.619       3.869       7.488	      5.462       4.717      10.179	      4.526       5.707      10.233	
cds42	      4.457       6.258      10.715	      4.150       6.131      10.281	      4.486       6.242      10.728	
cds3680	      6.273      14.959      21.233	      6.720      17.760      24.480	      6.087      11.413      17.501	
cds41	      2.219       2.156       4.375	      2.859       2.811       5.670	      1.762       1.762       3.525	
yhfC	      2.535       2.480       5.015	      2.851       2.714       5.564	      2.520       2.651       5.171	
yhfA	     23.163      33.940      57.103	     35.200      52.319      87.519	     19.276      28.026      47.302	
cds2592	     20.734      20.034      40.768	     26.373      26.094      52.466	     22.311      21.593      43.905	
sbmC	    239.840     217.986     457.826	    271.174     244.520     515.694	    209.940     192.710     402.651	
sbmA	      4.188       3.788       7.976	      5.466       5.599      11.065	      3.870       3.660       7.529	
yheV	     32.411      25.604      58.015	     42.555      30.143      72.698	     37.306      28.363      65.669	
yheU	     11.899       7.288      19.187	     16.126       9.912      26.038	     13.368       8.912      22.280	
yheS	      4.626       4.541       9.167	      4.449       4.500       8.949	      4.065       4.092       8.156	
yheR	     22.836      27.793      50.629	     25.180      30.345      55.525	     20.097      25.029      45.126	
surE	      6.369       5.899      12.268	      7.143       7.101      14.244	      5.460       5.460      10.919	
yheO	     18.742      18.021      36.762	     23.571      21.196      44.768	     16.126      15.131      31.257	
yheN	     14.898      17.254      32.152	     20.093      20.176      40.269	     14.068      14.068      28.135	
yheM	     12.044      13.230      25.273	     13.250      18.060      31.311	     12.372      14.387      26.759	
yheL	     14.137      12.441      26.578	     14.625      10.912      25.537	     12.840      12.305      25.145	
cds38	      3.417       3.379       6.795	      4.135       3.965       8.100	      3.711       3.622       7.333	
adhP	      3.802       3.157       6.959	      4.551       3.717       8.268	      3.404       2.794       6.198	
surA	     29.384      33.610      62.994	     33.709      39.222      72.931	     25.700      29.012      54.712	
cds37	      1.523       1.490       3.012	      1.416       1.449       2.865	      1.253       1.305       2.558	
cds36	      2.543       2.598       5.142	      2.367       2.367       4.733	      2.070       2.027       4.097	
cds3674	     11.096      12.528      23.624	     12.580      18.277      30.857	     10.347      12.040      22.388	
cds35	      4.840       4.862       9.702	      4.923       5.161      10.084	      4.125       4.366       8.491	
cds3673	      8.056       3.940      11.996	      9.406       5.400      14.806	      7.732       4.280      12.012	
cds34	      0.641       0.385       1.026	      0.723       0.723       1.446	      0.741       0.539       1.281	
cds3672	      6.130       6.078      12.208	      8.888       9.146      18.034	      5.652       6.307      11.959	
cds33	      7.770       7.480      15.250	      8.862       8.553      17.416	      8.887       8.593      17.479	
cds3671	    106.739     105.050     211.789	    123.572     121.657     245.229	    106.878     105.173     212.051	
cds32	      3.373       2.975       6.348	      3.883       3.487       7.370	      3.824       3.555       7.380	
cds3670	     41.310      40.121      81.432	     51.004      49.072     100.076	     48.267      47.268      95.535	
cds31	      2.022       1.171       3.193	      3.071       2.224       5.294	      2.685       1.007       3.693	
cds2585	      5.680       8.413      14.093	      9.942      12.659      22.601	      7.370       8.277      15.646	
cds30	      1.766       1.766       3.532	      2.537       2.570       5.107	      2.681       2.475       5.157	
cds1499	      0.749       0.374       1.123	      1.862       0.745       2.607	      0.295       1.771       2.066	
yheA	     12.862       2.172      15.034	     25.255       3.988      29.243	     11.062       2.370      13.433	
cds2582	      7.135      15.666      22.801	      9.566      16.200      25.765	     10.761      15.897      26.658	
cds1498	      1.235       1.430       2.666	      2.134       2.457       4.592	      1.948       1.845       3.793	
cds1497	      4.102       4.826       8.927	      3.480       6.120       9.600	      3.044       4.565       7.609	
cds1496	    424.897     303.782     728.678	    706.174     513.678    1219.853	    328.898     238.355     567.253	
gpmB	     26.139      18.850      44.988	     30.550      23.400      53.949	     23.382      17.437      40.819	
cds1495	      9.913       4.721      14.634	     14.322       5.400      19.722	      9.304       4.466      13.770	
gpmA	    225.153     216.329     441.482	    314.573     302.525     617.098	    161.379     154.967     316.346	
yhdV	      6.749       4.402      11.151	      7.151       5.108      12.259	      4.396       2.545       6.941	
ramA	    146.672     188.578     335.250	    186.345     228.787     415.132	    132.005     165.644     297.649	
ssb	      7.521       8.674      16.195	      7.904       9.533      17.437	      6.025       7.078      13.103	
yhdN	     32.926      15.713      48.638	     43.024      18.263      61.287	     30.760      15.728      46.489	
cds3668	      3.130       2.543       5.673	      2.773       3.016       5.789	      2.930       2.082       5.013	
cds29	      5.574       2.678       8.252	      6.120       4.464      10.584	      6.506       3.766      10.272	
cds3667	     50.377      50.435     100.812	     65.670      64.973     130.644	     45.101      45.377      90.479	
cds28	      6.673       2.262       8.935	      6.075       1.912       7.987	      6.598       1.248       7.847	
cds3666	      5.589       3.744       9.333	      7.368       5.267      12.635	      5.313       3.837       9.150	
cds27	      1.348       1.194       2.541	      2.030       2.145       4.174	      1.336       1.396       2.732	
cds3665	      2.234       2.327       4.560	      1.728       1.512       3.240	      1.614       1.614       3.228	
yhdJ	      2.208       1.435       3.644	      2.636       2.306       4.942	      1.857       1.393       3.250	
cds3664	     13.727      12.827      26.553	     14.549      13.710      28.259	     11.798      10.911      22.708	
yhdH	     11.893      12.829      24.722	     14.023      14.854      28.877	     10.219      11.010      21.229	
cds3662	      8.945       9.420      18.365	      9.536      10.351      19.886	      8.391       9.291      17.682	
yhdG	     10.973       9.741      20.714	     13.213      10.876      24.089	      9.531       8.378      17.909	
cds698	      3.225       2.688       5.913	      2.994       3.529       6.523	      2.543       2.373       4.916	
cds3661	     13.572      15.127      28.699	     16.018      17.747      33.765	     13.369      13.946      27.315	
cds697	      1.141       1.583       2.724	      1.098       1.318       2.416	      1.219       1.683       2.902	
cds3660	      2.595       2.418       5.013	      3.232       2.681       5.914	      2.542       2.026       4.568	
yhdE	      5.374       5.813      11.187	      6.927       7.691      14.618	      5.274       5.793      11.068	
cds696	      1.196       0.966       2.162	      1.510       1.419       2.929	      0.435       0.508       0.943	
cds20	      0.739       0.739       1.478	      1.654       1.838       3.493	      1.676       1.821       3.497	
cds695	      2.637       2.298       4.935	      2.685       2.286       4.970	      2.213       1.848       4.061	
cds694	      3.303       3.529       6.831	      4.185       4.815       9.000	      2.853       3.709       6.563	
cds693	      4.790       4.380       9.170	      5.899       5.355      11.254	      5.395       5.467      10.862	
yhdA	      9.565       8.793      18.359	     11.568      10.933      22.501	      9.790       8.362      18.152	
cds692	      3.228       2.934       6.162	      4.232       4.013       8.246	      3.817       3.586       7.403	
cds691	      1.520       2.244       3.764	      2.736       3.672       6.408	      3.082       4.223       7.305	
cds1486	     30.406      32.852      63.258	     29.201      32.191      61.392	     37.436      41.551      78.987	
cds690	      3.054       2.782       5.836	      3.307       3.712       7.020	      3.959       2.889       6.848	
cds1485	     18.157      20.366      38.523	     17.298      20.166      37.464	     20.941      24.568      45.508	
clpX	     74.313      81.560     155.872	     87.367      96.944     184.311	     71.670      78.252     149.922	
cds1481	     11.296       8.767      20.063	     13.584      10.028      23.612	      7.869       5.476      13.345	
cds1480	     11.662       7.372      19.034	     13.733       8.622      22.355	      8.173       5.848      14.020	
mfd	      7.541       7.749      15.289	      9.287       9.681      18.968	      5.513       5.781      11.294	
clpP	     84.981      69.791     154.772	     97.199      82.609     179.807	     78.686      62.801     141.487	
sodC	      6.490       7.550      14.040	      5.214       7.821      13.034	      2.755       4.526       7.281	
sodB	     66.936      56.694     123.630	     92.300      80.220     172.520	     48.624      40.241      88.865	
sodA	    463.360     463.832     927.192	    613.453     617.627    1231.081	    353.980     353.815     707.794	
yhcQ	      1.711       1.990       3.701	      2.153       2.743       4.896	      1.762       1.817       3.578	
yhcP	      1.456       1.556       3.012	      1.893       2.124       4.017	      1.461       1.409       2.871	
cds3659	      3.880       3.824       7.704	      5.608       5.608      11.216	      4.621       4.621       9.242	
cds3658	     42.490      31.290      73.780	     44.220      33.250      77.470	     33.162      25.073      58.235	
cds19	      1.556       1.609       3.165	      1.617       1.652       3.270	      1.544       1.599       3.143	
cds3657	     10.656      21.263      31.919	     13.750      25.550      39.300	      9.987      17.992      27.979	
cds18	      2.290       3.025       5.316	      2.362       3.122       5.484	      1.516       2.318       3.834	
cds3656	      9.466       5.846      15.312	     16.615       8.585      25.200	     12.291       3.512      15.803	
cds17	     17.093      16.690      33.782	     19.193      18.607      37.800	     19.297      19.077      38.373	
cds3655	      8.285       7.933      16.219	      8.591       8.322      16.914	      6.788       6.532      13.320	
cds16	      2.348       1.394       3.741	      1.970       1.095       3.065	      1.504       1.041       2.545	
cds15	      1.830       2.562       4.392	      1.820       2.245       4.065	      1.924       2.116       4.040	
udhA	    202.736     192.762     395.498	    288.336     277.860     566.195	    160.423     152.944     313.367	
cds14	      0.755       1.511       2.266	      1.127       0.751       1.878	      0.744       0.447       1.191	
cds689	      2.917       2.053       4.970	      3.331       2.472       5.803	      3.066       2.470       5.536	
cds13	      3.161       3.092       6.253	      4.306       4.614       8.920	      2.384       2.330       4.713	
cds688	      0.817       1.985       2.802	      1.045       3.135       4.181	      0.736       2.025       2.761	
cds3651	      8.287       7.357      15.644	     13.819      12.144      25.964	      7.931       6.324      14.255	
folP	      3.184       3.453       6.637	      4.885       5.610      10.495	      2.480       3.448       5.929	
cds687	      1.310       1.451       2.761	      2.421       2.421       4.841	      1.771       2.361       4.132	
cds3650	      6.137       8.583      14.720	      9.434      10.757      20.191	      6.428       6.564      12.992	
clpB	     71.548      72.422     143.970	     97.526      99.037     196.563	     56.229      56.947     113.176	
cds686	      1.430       1.950       3.381	      1.875       2.005       3.880	      2.563       2.460       5.023	
clpA	     92.368      96.516     188.884	    111.257     115.682     226.940	     82.916      86.773     169.689	
cds685	      2.580       2.150       4.730	      3.101       2.994       6.095	      2.204       2.034       4.238	
cds684	      2.559       2.016       4.576	      2.931       1.851       4.783	      2.935       2.079       5.014	
cds683	      0.658       0.987       1.645	      1.309       1.309       2.618	      0.519       1.038       1.556	
cds1478	      4.728       2.557       7.285	      5.853       2.578       8.431	      4.749       3.203       7.953	
folK	      1.900       2.172       4.072	      2.092       2.227       4.320	      2.033       1.819       3.852	
cds682	      1.152       0.823       1.974	      1.309       1.636       2.945	      0.778       0.778       1.556	
cds2561	      1.044       1.128       2.172	      1.786       1.578       3.365	      0.527       0.527       1.054	
cds1477	      3.811       3.200       7.011	      4.184       3.219       7.403	      4.365       3.855       8.220	
cds681	      0.422       0.580       1.001	      0.891       0.734       1.625	      0.914       1.080       1.995	
cds1476	     18.345      16.998      35.343	     23.350      22.903      46.253	     14.523      14.523      29.045	
cds680	      7.988       6.170      14.158	     10.324       8.112      18.436	      8.560       6.976      15.536	
cds1475	     21.031      17.746      38.777	     21.690      18.877      40.568	     17.839      15.609      33.449	
cds1474	      9.755       7.440      17.196	     12.773       9.923      22.696	     11.384       9.386      20.770	
cds1473	     25.838      22.402      48.240	     31.579      28.162      59.741	     26.655      23.188      49.843	
cds1472	     35.381      32.322      67.703	     43.349      40.730      84.079	     34.715      32.303      67.017	
folE	     21.569      22.056      43.625	     25.668      27.218      52.885	     20.268      20.191      40.459	
cds1471	      1.032       0.459       1.491	      1.331       0.646       1.977	      1.025       0.723       1.748	
folD	     17.019      15.817      32.836	     17.115      15.247      32.362	     15.580      13.566      29.146	
prsA	     10.892      13.263      24.155	     13.842      16.234      30.076	      9.698      11.594      21.292	
cds1470	      0.693       0.578       1.271	      0.804       0.536       1.340	      0.971       0.546       1.518	
folC	      7.418       5.467      12.885	      9.830       7.174      17.004	      6.071       4.047      10.118	
folB	      0.987       0.987       1.974	      2.767       2.053       4.820	      1.981       1.839       3.820	
yhbV	      0.778       0.556       1.334	      1.106       0.774       1.880	      0.876       0.643       1.519	
folA	     11.604      12.486      24.090	     12.960      15.660      28.620	     10.272      11.663      21.935	
cds3648	      2.689       4.333       7.023	      3.319       5.549       8.868	      1.728       2.906       4.633	
cds3647	      1.125       1.125       2.251	      1.976       2.502       4.478	      1.253       1.253       2.505	
cds3646	     21.251      15.958      37.209	     28.326      21.946      50.271	     18.278      14.805      33.083	
cds3644	     23.848      20.267      44.116	     26.564      23.229      49.793	     23.127      20.724      43.851	
cds3643	      6.831       7.057      13.889	      7.830       8.280      16.110	      5.778       5.992      11.770	
cds679	     74.128     102.873     177.001	    115.225     152.053     267.277	     57.518      80.550     138.069	
cds2558	      1.321       1.264       2.585	      1.171       1.086       2.257	      0.996       0.951       1.948	
cds678	     66.696      66.502     133.199	    116.677     107.999     224.676	     59.156      47.233     106.389	
cds3641	      5.183       5.060      10.243	      5.991       5.746      11.737	      4.490       4.199       8.689	
cds2557	      1.176       1.787       2.963	      1.215       2.385       3.600	      0.999       1.712       2.711	
cds677	      3.619       0.835       4.454	      4.431       2.492       6.923	      3.512       0.439       3.951	
cds3640	      6.113       3.832       9.945	      6.897       4.447      11.344	      5.035       3.597       8.632	
cds675	      4.430       3.636       8.066	      6.291       5.120      11.411	      3.715       3.311       7.026	
cds674	      4.084       4.667       8.751	      5.803       6.480      12.283	      3.373       3.680       7.052	
cds2553	     27.715      12.858      40.573	     35.242      15.063      50.305	     22.076       9.461      31.537	
cds1469	      0.788       0.821       1.610	      0.850       0.899       1.748	      0.673       0.777       1.450	
cds673	      6.069       4.383      10.453	      8.519       6.104      14.623	      6.433       4.838      11.272	
cds1468	      1.992       1.289       3.281	      2.914       2.214       5.128	      1.847       1.478       3.325	
cds672	     14.869      13.605      28.474	     17.783      16.135      33.918	     13.957      13.063      27.021	
cds1467	      3.502       3.678       7.180	      4.006       4.587       8.593	      3.406       3.682       7.087	
cds1466	      3.459       4.420       7.879	      4.396       6.212      10.609	      3.788       6.515      10.302	
cds670	      6.327       7.388      13.715	      6.821       8.526      15.347	      6.629       8.238      14.867	
cds1465	      4.694       3.556       8.250	      5.376       4.009       9.385	      5.457       3.588       9.046	
cds1464	      3.349       2.539       5.888	      3.976       3.170       7.146	      3.407       2.640       6.047	
cds1463	     11.647      11.678      23.325	     16.420      16.796      33.216	     11.198      10.750      21.948	
cds1462	    281.913      87.371     369.284	    318.024      92.752     410.776	    235.854      68.480     304.334	
mdh	    670.600     794.786    1465.386	   1015.429    1224.526    2239.955	    421.821     500.201     922.022	
cds1461	    215.158     165.749     380.907	    257.830     204.822     462.651	    166.866     124.120     290.987	
gcpE	     19.823      21.453      41.276	     26.146      27.854      53.999	     14.733      15.881      30.614	
cds3635	      3.651       3.556       7.207	      4.024       4.040       8.065	      3.813       3.888       7.700	
cds1458	     30.320      29.569      59.890	     33.721      33.319      67.040	     24.952      25.589      50.541	
cds2541	     32.194      59.969      92.163	     36.920      68.567     105.487	     29.661      50.564      80.225	
cds1457	      2.200       2.284       4.484	      2.272       2.637       4.909	      1.912       1.957       3.869	
cds661	      4.601       4.171       8.772	      8.725       5.552      14.278	      5.997       5.610      11.607	
cds2540	    119.161      40.987     160.149	    145.528      54.269     199.798	    103.148      25.680     128.828	
cds1456	      9.500       8.640      18.140	     13.105      11.590      24.695	      6.785       6.316      13.101	
cds1455	      7.656       8.596      16.252	     11.458      13.223      24.680	      6.420       7.463      13.883	
cds1454	      1.566       1.545       3.111	      2.181       2.243       4.424	      1.218       1.482       2.700	
cds1453	     32.188      19.025      51.213	     36.605      23.702      60.307	     26.816      18.635      45.451	
cds1452	    313.745     302.364     616.109	    374.346     361.758     736.104	    232.715     223.033     455.748	
cds1450	      2.726       2.744       5.470	      3.759       3.787       7.546	      2.317       2.346       4.662	
prpR	      4.848       4.868       9.716	      7.691       7.751      15.443	      3.632       3.664       7.297	
cds3625	     45.506      47.422      92.928	     59.876      63.370     123.246	     47.080      45.066      92.146	
fur	     61.694      78.447     140.141	     72.810      98.200     171.010	     44.444      55.328      99.773	
cds3623	      8.313       7.974      16.286	     12.656      13.331      25.987	      8.293      12.840      21.133	
cds2539	     64.874      20.629      85.503	     85.049      25.110     110.159	     50.504       9.844      60.348	
motB	     54.288      54.498     108.785	     60.688      61.002     121.690	     64.228      63.179     127.406	
cds2538	     12.758       2.714      15.472	     15.930       2.970      18.900	      8.132       2.568      10.700	
motA	     35.690      29.638      65.329	     42.032      34.881      76.913	     38.925      29.613      68.538	
cds3621	    155.460    1069.961    1225.421	    126.653     696.592     823.245	    124.120     714.373     838.494	
cds2537	     37.743      32.056      69.798	     44.971      35.085      80.056	     30.254      25.182      55.436	
cds2536	     14.298      20.415      34.714	     18.938      29.357      48.295	     13.985      18.567      32.552	
tcfD	     10.858       9.892      20.750	     13.830      12.810      26.640	     11.746      10.605      22.351	
cds656	    107.067       7.540     114.607	     89.999       7.500      97.499	     86.076       7.609      93.685	
tcfB	      3.167       2.827       5.994	      2.869       3.094       5.962	      3.210       3.121       6.331	
cds2533	      2.447       2.732       5.179	      2.741       2.954       5.695	      2.398       2.585       4.982	
tcfA	     10.170      10.858      21.028	     13.306      13.853      27.159	     12.280      12.641      24.922	
cds1449	     16.913      13.154      30.067	     24.092      23.677      47.769	     10.865      12.511      23.375	
pldB	      5.669       4.612      10.281	      6.881       5.798      12.679	      4.697       3.586       8.282	
pldA	     23.999      23.849      47.848	     26.962      27.223      54.186	     19.481      19.895      39.376	
cds1446	      2.714       3.393       6.107	      4.219       4.894       9.112	      1.873       0.803       2.675	
cds1445	      4.826       3.720       8.545	      3.900       4.300       8.200	      3.963       1.902       5.865	
prpE	      1.692       1.916       3.608	      2.558       3.228       5.786	      0.817       1.007       1.824	
cds1444	      5.284       4.488       9.772	      6.768       5.904      12.672	      3.995       3.881       7.875	
prpD	      3.567       3.836       7.403	      7.007       7.631      14.638	      1.733       1.910       3.643	
prpC	      8.157       8.491      16.648	     12.628      12.960      25.587	      4.258       4.170       8.428	
prpB	      4.732       3.888       8.620	      6.969       5.327      12.296	      2.314       2.256       4.569	
cds1441	     11.346       9.028      20.373	     15.816      12.863      28.678	      8.720       7.181      15.902	
cds1440	     12.707      19.141      31.849	     19.840      29.040      48.879	     10.779      12.808      23.588	
proY	      6.700       7.531      14.231	      9.453      10.800      20.253	      5.320       6.181      11.501	
proX	      1.537       1.210       2.747	      1.724       1.561       3.286	      1.444       1.650       3.094	
proW	      4.374       6.362      10.735	      5.598       7.514      13.112	      5.691       7.571      13.262	
proS	      7.182       7.295      14.477	      9.839      10.310      20.148	      6.035       6.155      12.190	
sulA	    157.498     123.520     281.019	    184.487     143.892     328.380	    150.052     115.208     265.260	
cds3614	      7.933       7.383      15.316	      8.640       8.352      16.992	      6.757       6.620      13.376	
proP	     19.548      19.721      39.269	     20.349      19.961      40.311	     19.820      19.785      39.605	
cds3613	      5.493       4.847      10.341	      7.393       6.428      13.821	      5.809       5.146      10.955	
cds2529	      2.034       2.117       4.151	      2.652       2.625       5.277	      2.037       2.254       4.291	
cds3612	      2.221      10.364      12.585	      3.191      16.445      19.636	      1.167      13.229      14.396	
cds645	      1.974       4.606       6.580	      2.291       4.418       6.709	      1.816       3.113       4.929	
cds1439	    110.509      53.916     164.425	    132.705      81.813     214.518	     82.317      44.442     126.759	
map	     24.501      21.633      46.134	     33.052      29.710      62.761	     16.797      14.924      31.721	
cds643	      2.537       2.946       5.483	      3.609       3.853       7.462	      2.280       2.538       4.818	
cds2522	      0.000       5.521       5.521	      0.183       5.491       5.675	      0.290       6.094       6.384	
cds1438	      3.129       3.171       6.300	      4.282       4.261       8.544	      2.252       2.484       4.735	
cds642	      2.778       3.434       6.212	      2.461       2.863       5.325	      1.752       2.309       4.061	
cds2521	      5.278       5.203      10.481	      5.550       5.175      10.725	      5.112       4.874       9.987	
cds1437	      2.152       2.296       4.448	      1.998       2.331       4.329	      1.810       1.961       3.771	
cds641	      4.408       4.733       9.141	      4.985       4.938       9.923	      2.853       2.853       5.707	
cds2520	      8.865       8.566      17.432	     10.205      10.404      20.609	      8.167       9.110      17.277	
cds640	      3.640       3.923       7.563	      4.526       4.807       9.333	      2.078       2.425       4.503	
cds1436	      1.780       1.646       3.426	      1.682       1.726       3.408	      1.193       1.403       2.596	
cds1435	      1.357       1.508       2.865	      1.750       2.150       3.900	      1.585       1.506       3.091	
smp	      6.212       5.101      11.312	      8.539       7.334      15.873	      4.857       3.902       8.759	
cds1434	      2.009       2.137       4.146	      3.146       3.189       6.335	      1.415       1.415       2.831	
proC	     26.701      25.093      51.794	     33.080      31.720      64.799	     20.925      19.783      40.708	
cds1433	     19.732      15.578      35.311	     27.422      20.755      48.177	     18.162      13.398      31.560	
proB	      6.609       6.107      12.716	      8.305       7.894      16.200	      5.769       5.397      11.165	
cds1432	      1.338       1.317       2.655	      1.739       1.718       3.457	      1.464       1.259       2.723	
proA	      3.098       3.567       6.666	      3.729       4.351       8.080	      2.463       2.915       5.378	
cds1431	      4.788       4.788       9.575	      5.500       5.579      11.079	      3.443       3.443       6.886	
cds1430	      1.470       1.301       2.771	      1.125       1.069       2.194	      1.427       1.070       2.497	
smg	    132.970     179.562     312.532	    178.403     232.676     411.079	    121.357     161.015     282.373	
fsr	      3.228       3.201       6.429	      3.795       3.821       7.616	      2.902       2.902       5.805	
cds3603	      8.063      10.299      18.362	      9.132      13.500      22.632	      8.434      11.833      20.267	
cds639	      1.174       0.503       1.678	      1.621       0.811       2.432	      0.831       0.378       1.209	
cds2518	    115.235     109.372     224.606	    138.382     130.966     269.349	     92.334      87.541     179.875	
cds638	      7.704       5.088      12.793	     10.372       5.881      16.253	      5.368       2.995       8.362	
cds3601	     30.039      24.490      54.529	     42.179      34.800      76.979	     25.870      23.397      49.268	
cds3600	    162.327     180.222     342.549	    189.398     209.331     398.729	    185.784     192.125     377.909	
cds2516	     29.729      33.865      63.594	     45.771      33.171      78.942	     28.941      26.088      55.029	
cds2515	     20.851      21.838      42.690	     21.784      27.736      49.520	     18.093      22.373      40.466	
cds2514	     25.081      11.509      36.590	     32.940      15.876      48.815	     26.878       9.587      36.466	
cds2513	      7.785       2.253      10.038	     11.004       1.630      12.634	      8.399       2.261      10.660	
cds633	     10.063      12.579      22.642	     15.410      19.624      35.034	      8.978       9.813      18.790	
cds1429	      2.220       1.787       4.007	      2.612       2.208       4.821	      1.708       1.537       3.245	
slt	      3.665       3.510       7.175	      4.351       4.231       8.581	      3.271       2.917       6.188	
cds632	      5.140       5.219      10.359	      6.600       6.783      13.382	      4.962       5.128      10.090	
cds1427	      3.249       2.426       5.676	      4.827       3.886       8.714	      3.242       3.113       6.355	
cds1426	      1.081       1.698       2.779	      2.559       3.020       5.579	      1.136       1.217       2.353	
cds1425	      2.528       2.603       5.131	      3.033       2.293       5.326	      1.759       1.642       3.401	
cydD	      6.562       6.175      12.738	      7.683       7.463      15.145	      4.651       4.360       9.011	
cds1424	      2.704       3.269       5.974	      3.212       4.015       7.227	      2.164       2.100       4.264	
cydC	      3.083       3.613       6.696	      4.309       4.892       9.201	      2.088       2.416       4.504	
cds1423	      2.355       2.256       4.611	      3.477       3.600       7.077	      1.563       1.798       3.361	
cydB	      9.115       8.315      17.429	     11.482      10.459      21.941	      6.307       6.037      12.344	
cds1422	      2.426       2.426       4.851	      3.791       4.136       7.928	      2.732       2.003       4.735	
cydA	     12.477      12.830      25.307	     14.971      15.921      30.892	      9.788      10.573      20.361	
cds1421	      2.824       2.591       5.414	      4.025       3.619       7.644	      1.974       1.882       3.855	
tviE	     54.081      55.113     109.194	     77.688      81.269     158.958	     43.140      45.062      88.202	
tviD	     71.853      83.232     155.085	    117.526     137.828     255.355	     57.142      66.114     123.256	
tviC	    120.708     102.820     223.528	    200.649     171.065     371.714	     93.841      78.340     172.182	
tviB	    134.904     144.869     279.773	    252.073     287.616     539.689	    103.082     112.486     215.568	
tviA	    652.719     647.411    1300.130	   1287.104    1267.425    2554.529	    502.664     497.528    1000.192	
fusA	     50.191      44.785      94.976	     65.810      57.048     122.858	     48.495      43.322      91.817	
maA	     21.302      40.126      61.428	     26.824      46.428      73.251	     20.749      39.451      60.199	
frr	     55.922      58.432     114.354	     76.354      79.257     155.611	     47.310      49.243      96.553	
cds2508	     19.306      17.689      36.995	     23.372      21.206      44.578	     14.154      12.905      27.059	
cds2507	      4.128       4.236       8.364	      4.363       4.619       8.982	      3.356       3.865       7.221	
cds2506	      2.111       1.885       3.996	      2.700       1.575       4.275	      3.329       2.021       5.350	
cds2505	      1.930       1.568       3.499	      2.360       2.120       4.480	      2.092       1.585       3.678	
cds625	     38.168       9.354      47.523	     48.516      11.963      60.479	     28.972       8.560      37.532	
cds2504	      3.529       0.271       3.800	      4.590       1.350       5.940	      0.428       0.428       0.856	
cds623	      4.035       3.998       8.033	      4.086       4.488       8.574	      5.032       4.916       9.948	
cds1419	      6.176       1.926       8.102	      7.035       2.081       9.115	      4.921       1.466       6.387	
cds1416	     23.273      22.543      45.816	     32.787      32.254      65.041	     15.047      13.972      29.020	
cds1415	      2.655       1.735       4.390	      2.876       1.935       4.812	      2.156       1.658       3.814	
cds1414	      5.944       5.338      11.282	      6.456       6.335      12.791	      3.921       3.443       7.364	
cds1413	      3.564       2.719       6.282	      5.408       3.512       8.920	      3.006       2.300       5.306	
cds1412	     24.535     107.447     131.983	     39.272     203.234     242.506	     15.786      88.046     103.832	
cycA	     13.688      14.778      28.466	     20.215      21.531      41.746	     10.499      11.487      21.985	
prmA	      2.327       2.770       5.096	      2.535       3.086       5.620	      2.038       2.329       4.367	
tinR	      5.786       5.500      11.286	      6.750       8.455      15.205	      4.505       5.068       9.574	
cds613	      3.032       1.858       4.891	      3.892       3.211       7.103	      3.162       2.391       5.552	
cds1409	      3.666      18.895      22.561	      4.067      24.826      28.893	      2.446      15.564      18.009	
cds612	      2.119       0.000       2.119	      5.005       0.790       5.795	      2.088       0.000       2.088	
cds611	      2.091       1.769       3.860	      2.560       2.080       4.640	      1.395       0.888       2.283	
cds1407	      4.183       4.229       8.412	      5.207       5.411      10.618	      3.280       3.208       6.488	
sbcD	      2.843       3.033       5.876	      2.693       2.909       5.602	      2.434       2.434       4.867	
cds1406	      2.343       2.162       4.505	      2.689       2.778       5.467	      1.385       1.314       2.699	
sbcC	      1.225       1.330       2.555	      1.416       1.593       3.010	      1.139       1.238       2.377	
sbcB	      8.991      10.084      19.075	     12.747      15.238      27.985	      8.434      10.588      19.022	
cybC	     65.566      84.251     149.817	     92.427     118.045     210.472	     51.360      67.020     118.381	
prlC	     31.951      31.696      63.647	     42.962      42.470      85.432	     25.140      24.989      50.128	
cds1402	     19.209      13.363      32.573	     21.461      14.538      36.000	     16.901      12.511      29.411	
prlA	    165.602     153.253     318.855	    206.341     186.711     393.052	    156.124     147.256     303.380	
cds1401	     12.884       7.962      20.846	     14.760       8.208      22.968	     11.299       5.364      16.664	
cds1400	     11.868       9.595      21.463	     12.746       9.607      22.353	     10.451       8.162      18.613	
radC	      6.651       1.321       7.972	      8.611       1.508      10.119	      5.784       1.157       6.941	
radA	      6.453       7.584      14.037	      6.068       7.356      13.424	      5.868       6.759      12.627	
cyaY	     15.322      13.090      28.412	     21.903      18.673      40.575	     12.960      11.520      24.480	
suhB	      7.049       6.320      13.369	      8.503       8.100      16.603	      6.899       6.324      13.223	
fpr	     42.166      40.029      82.195	     40.640      38.689      79.329	     35.546      34.103      69.649	
cds608	     14.612      15.246      29.858	     17.910      18.360      36.270	     13.696      14.623      28.319	
