#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_0h/ERR405224.sorted.bam
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_0h/ERR405225.sorted.bam
#BAM: /home/student5/project/mapping/mapping_2020_02_24/time_0h/ERR405226.sorted.bam

    	ERR405224.sorted.bam	ERR405225.sorted.bam	ERR405226.sorted.bam	
    	  Sense Antisense  Total	  Sense Antisense  Total	  Sense Antisense  Total	
cds1396	    758     752    1510	    887     894    1781	    414     414     828	
cds1395	     37      19      56	     31       4      35	     16       6      22	
cds1393	   7775    7127   14902	   7459    6906   14365	   3654    3318    6972	
cds1392	    311     193     504	    332     193     525	    158      98     256	
apaH	    393     407     800	    390     408     798	    168     161     329	
cds1391	   1151    1095    2246	   1173    1081    2254	    648     622    1270	
apaG	    247     338     585	    213     280     493	    107     163     270	
cds3566	    357     417     774	    298     397     695	    202     238     440	
cds3564	     23      21      44	     37      25      62	     13      12      25	
ygdH	   3345    2686    6031	   2849    2264    5113	   1674    1305    2979	
cds2479	     10      11      21	      2       6       8	      4       5       9	
cds2478	      5       4       9	      4       2       6	      2       3       5	
cds2477	     13      11      24	     15      17      32	     12      11      23	
ygdE	   1041    1092    2133	    939    1012    1951	    479     496     975	
cds2476	      9       6      15	      2       1       3	      2       4       6	
ygdD	    356     358     714	    343     331     674	    166     172     338	
cds2475	     25      37      62	     19      27      46	     11      21      32	
cds595	    454     484     938	    404     417     821	    221     252     473	
cds2474	      8      15      23	     10      11      21	      7       8      15	
ygdB	     41      57      98	     34      43      77	     14      26      40	
cds2473	     45      42      87	     40      45      85	     28      28      56	
cds2472	    546     689    1235	    466     566    1032	    313     406     719	
cds2471	    200     198     398	    199     197     396	     98      96     194	
cds1387	    945     944    1889	    811     807    1618	    456     457     913	
cds2470	    160     153     313	    174     175     349	     72      69     141	
cds590	     72      59     131	     54      49     103	     25      21      46	
ygcZ	    156     169     325	    151     148     299	     79      87     166	
cds1382	    509      85     594	    503      60     563	    279      43     322	
ygcY	    174     184     358	    171     193     364	     68      79     147	
ygcX	    154     171     325	    127     139     266	     63      65     128	
ksgA	    655     649    1304	    623     616    1239	    316     312     628	
rsD	   4337    3745    8082	   3815    3242    7057	   2128    1782    3910	
cds3558	    653     656    1309	    594     600    1194	    324     329     653	
cds3557	    154     134     288	    140     119     259	     57      48     105	
stpA	    177     179     356	    145     153     298	     72      73     145	
cedA	    431     263     694	    375     199     574	    209     126     335	
cds2469	    344     340     684	    288     281     569	    184     183     367	
cds589	     38      24      62	     43      19      62	     13      12      25	
cds3552	    425     330     755	    438     331     769	    204     153     357	
cds2468	    386     394     780	    386     394     780	    210     212     422	
cds3551	    423     442     865	    392     406     798	    198     205     403	
exo	    308     307     615	    281     242     523	    142     131     273	
cds3550	    409     409     818	    522     487    1009	    201     189     390	
cds2466	   2703    1919    4622	   2099    1494    3593	   1652    1185    2837	
cds2465	    878    1706    2584	    702    1261    1963	    488    1012    1500	
cds1379	   1468    1089    2557	   1672    1256    2928	    566     418     984	
ygcA	   2183    1640    3823	   1989    1493    3482	   1033     752    1785	
cds1378	     55      65     120	     62      66     128	     29      38      67	
cds1377	     21      20      41	     19      19      38	      8       5      13	
cds2460	    655     322     977	    615     298     913	    317     158     475	
cds1376	     94      84     178	    100      85     185	     50      42      92	
cds1375	    288     283     571	    267     254     521	    175     172     347	
cds1373	    399     384     783	    380     363     743	    187     181     368	
cds1372	     76      63     139	     87      63     150	     34      14      48	
cds1371	    639     696    1335	    632     700    1332	    220     260     480	
cds1370	   3065    2656    5721	   2449    2046    4495	   1907    1687    3594	
ygbP	     94     232     326	    111     250     361	     42     109     151	
cds3549	    221     208     429	    197     196     393	    105     109     214	
cds3548	    161     134     295	    160     135     295	     59      49     108	
ygbK	     84      67     151	     60      48     108	     31      23      54	
aceK	   2512    3435    5947	   2563    3565    6128	   1154    1643    2797	
rspB	     26      35      61	     33      31      64	     14      12      26	
ygbF	     21      42      63	     25      35      60	     13      24      37	
rspA	     42      42      84	     34      32      66	     12      10      22	
ygbE	    338     369     707	    272     304     576	    184     204     388	
ygbB	     62      46     108	     44      42      86	     32      28      60	
cds1369	    123     128     251	    109     124     233	     47      55     102	
aceF	   2426    2747    5173	   2112    2322    4434	   1322    1457    2779	
ygbA	    117     102     219	     81      82     163	     50      47      97	
aceE	   5949    5778   11727	   5062    4881    9943	   3260    3174    6434	
cds2451	    456     378     834	    406     347     753	    258     210     468	
cds1367	     36      30      66	     21      28      49	     15       9      24	
cds1366	    270     108     378	    220      75     295	    133      38     171	
aceB	  25514   23591   49105	  25707   23611   49318	  11590   10638   22228	
cds1365	    969     836    1805	    908     806    1714	    583     518    1101	
aceA	  10720   12277   22997	  10994   12354   23348	   5195    5855   11050	
pdxY	    893     492    1385	    798     482    1280	    550     260     810	
cds1364	    788     811    1599	    855     875    1730	    414     407     821	
cds1360	     70      61     131	     73      67     140	     38      24      62	
rph	    422     432     854	    337     343     680	    210     212     422	
rpe	    326     308     634	    323     290     613	    172     167     339	
pdxK	    420     375     795	    400     364     764	    206     182     388	
pdxJ	    248     230     478	    233     217     450	    141     131     272	
pdxH	    934    1085    2019	    942    1063    2005	    413     512     925	
cds3535	    408     381     789	    471     446     917	    170     156     326	
cds3534	    197     256     453	    237     235     472	     85      81     166	
cds2448	    172     117     289	    170     117     287	     87      65     152	
ygaF	    181     262     443	    148     219     367	     67     114     181	
ygaE	    127     108     235	    119      99     218	     59      55     114	
cds2446	     30     990    1020	     23     610     633	     14     548     562	
pdxB	   1191    1179    2370	   1046    1022    2068	    560     553    1113	
ygaD	    240     185     425	    285     212     497	    135     107     242	
pdxA	    453     514     967	    435     478     913	    188     194     382	
ygaC	    670     167     837	    606     163     769	    276      66     342	
cds2444	   2930    3148    6078	   2808    2966    5774	   1412    1515    2927	
ygaA	    187     202     389	    161     175     336	     95     110     205	
cds561	    171     105     276	    191     105     296	     82      57     139	
cds1357	    108     126     234	     97     115     212	     37      47      84	
cds560	    118      83     201	     82      61     143	     50      36      86	
cds1356	    172     181     353	    175     185     360	     77      79     156	
cds1355	    223     232     455	    232     247     479	    100     111     211	
cds1354	    662     656    1318	    607     609    1216	    302     303     605	
cds1353	     74      81     155	     60      54     114	     21      30      51	
cds1352	    166     156     322	    127     117     244	     90      86     176	
cds1351	    482     434     916	    399     364     763	    240     223     463	
cds1350	    291     191     482	    233     152     385	    116      83     199	
wecB	    590     748    1338	    611     779    1390	    244     310     554	
rof	   1801    5515    7316	   1539    4783    6322	    983    2914    3897	
thrS	   8671    7620   16291	   8187    6919   15106	   4377    3878    8255	
rob	   2731    2655    5386	   2265    2187    4452	   1634    1606    3240	
mntH	    386     354     740	    326     288     614	    195     154     349	
rmbA	     28      28      56	     21      19      40	     11      11      22	
gutQ	    544     743    1287	    492     670    1162	    282     372     654	
thrL	      9      89      98	     12      72      84	      3      29      32	
cds2438	     75      72     147	     86      75     161	     28      26      54	
nifU	  13530   10012   23542	  11869    8788   20657	   6945    5174   12119	
cds555	    120      96     216	    110      94     204	     56      51     107	
cds554	    212     160     372	    220     163     383	    106      80     186	
cds2433	    586     621    1207	    532     568    1100	    274     301     575	
cds1349	    699     642    1341	    554     519    1073	    315     293     608	
rnt	    591     508    1099	    520     469     989	    300     247     547	
accD	   1000    1016    2016	   1031    1037    2068	    490     486     976	
rnr	   2598    2905    5503	   2334    2559    4893	   1305    1445    2750	
accC	   1023    1160    2183	   1039    1165    2204	    514     601    1115	
cds2430	     32      30      62	     25      22      47	     11      12      23	
thrC	    752     630    1382	    735     614    1349	    391     326     717	
accB	    725     787    1512	    721     787    1508	    353     368     721	
thrB	    872     895    1767	    874     879    1753	    425     432     857	
cds1345	    153     121     274	    134     108     242	     76      63     139	
thrA	    399     341     740	    329     275     604	    184     154     338	
cds1344	    561     485    1046	    504     439     943	    273     235     508	
accA	    719     683    1402	    764     782    1546	    378     349     727	
cds1343	    113      69     182	    142      69     211	     68      39     107	
cds1342	     49      51     100	     20      20      40	     15      15      30	
cds1341	     32      47      79	     19      30      49	     12      16      28	
rnk	    248     280     528	    233     282     515	     78      97     175	
rne	   1261    1671    2932	   1389    1803    3192	    588     708    1296	
rnd	    215     233     448	    166     170     336	    123     129     252	
rnc	    602     459    1061	    630     476    1106	    323     253     576	
cds3519	    978     878    1856	    930     829    1759	    536     479    1015	
rnb	    963    1165    2128	    948    1121    2069	    478     581    1059	
cds3518	    295     188     483	    299     191     490	    166     104     270	
rna	   6152    5892   12044	   6013    5699   11712	   2555    2422    4977	
cds3517	     85      81     166	     82      80     162	     42      41      83	
cds3516	     70      52     122	     46      38      84	     30      23      53	
cds2429	     21       7      28	     15       3      18	     10       5      15	
cds2428	     11      10      21	     11      12      23	     11      12      23	
cds548	   5934     189    6123	   4924     175    5099	   2737      78    2815	
cds2427	     58      59     117	     54      54     108	     23      22      45	
cds547	  51158   50149  101307	  41703   40313   82016	  25000   24510   49510	
cds2426	     29      35      64	     23      29      52	     15      21      36	
cds546	   3403     135    3538	   3014     138    3152	   1568      45    1613	
cds2425	    131     133     264	     89      89     178	     92      88     180	
cds545	    209      87     296	    233     100     333	     86      55     141	
cds2424	     36      26      62	     39      32      71	     21      19      40	
cds544	     93     101     194	     82      92     174	     47      59     106	
cds2423	      3       5       8	      1       8       9	      3       4       7	
cds543	    234     213     447	    202     186     388	    110      98     208	
cds1339	   1888    1769    3657	   1679    1565    3244	    867     807    1674	
cds2422	     72      62     134	     81      62     143	     40      30      70	
cds542	     71      66     137	     71      64     135	     45      45      90	
cds1338	   1095    1215    2310	   1049    1147    2196	    479     544    1023	
cds2421	     14      13      27	     23      12      35	      5       8      13	
cds541	    495     512    1007	    377     400     777	    264     276     540	
cds1337	     65      56     121	     62      51     113	     35      16      51	
cds2420	     27      33      60	     31      44      75	     12      22      34	
safD	    106     102     208	    109      99     208	     54      41      95	
cds540	    162     138     300	    137     118     255	     70      63     133	
cds1336	    331     275     606	    303     272     575	    150     129     279	
safC	    520     573    1093	    435     463     898	    221     239     460	
safB	    175     128     303	    148     120     268	     57      52     109	
safA	     79      65     144	     87      66     153	     43      30      73	
cds1333	    109     146     255	    101     142     243	     64      79     143	
pduX	   1362     347    1709	   1133     269    1402	    602     173     775	
cds1332	   2832    2209    5041	   2357    1810    4167	   1600    1255    2855	
pduV	      3       7      10	      6       3       9	      3       7      10	
cds1330	    646     460    1106	    478     330     808	    327     224     551	
oppF	    381     443     824	    385     467     852	    173     209     382	
pduT	      2       4       6	      4       1       5	      0       0       0	
oppD	    338     362     700	    384     419     803	    149     161     310	
pduS	      5       4       9	     12      13      25	      5       5      10	
oppB	   1346    1495    2841	   1372    1556    2928	    575     655    1230	
pduQ	     11      12      23	     18      21      39	      6       7      13	
oppA	  12590   12696   25286	  13187   13120   26307	   5672    5683   11355	
pduP	     33      32      65	     32      29      61	      9       8      17	
rnG	    475     400     875	    425     377     802	    222     194     416	
rmf	   5897    5910   11807	   4753    4643    9396	   2409    2451    4860	
pduO	     12      17      29	      7      14      21	      4       8      12	
pduM	      5       6      11	      5       2       7	      7       3      10	
pduL	      6      11      17	      5      10      15	      3       5       8	
cds3509	    235     244     479	    240     246     486	     81      85     166	
pduK	     12      24      36	     15      15      30	      5       9      14	
pduJ	     21      22      43	     13      13      26	      7       7      14	
cds3507	    193      60     253	    188      65     253	     98      29     127	
ftsZ	   2250    1811    4061	   2157    1735    3892	   1022     813    1835	
pduH	     19      20      39	     12      14      26	      9       6      15	
ftsY	   1659    1426    3085	   1538    1341    2879	    754     633    1387	
cds3505	     57      12      69	     53      19      72	     21      10      31	
pduG	    155     146     301	    117     112     229	     86      85     171	
ftsX	   1340    1422    2762	   1196    1270    2466	    550     599    1149	
cds3504	     55      90     145	     71      99     170	     38      52      90	
pduF	    139     249     388	    128     244     372	     62     101     163	
cds3503	   1125    1104    2229	    964     963    1927	    618     609    1227	
cds2419	     48      43      91	     36      36      72	     20      19      39	
cds539	    492     426     918	    475     396     871	    197     177     374	
ftsW	    348     322     670	    330     303     633	    138     128     266	
pduE	     13      11      24	     11      10      21	      4       4       8	
cds2418	    226     179     405	    160     116     276	    107      83     190	
pduD	     10       5      15	      8       4      12	      7       6      13	
cds2417	     48     135     183	     42     126     168	     26      71      97	
cds537	    595     534    1129	    601     540    1141	    266     237     503	
pduC	     13      14      27	     17      15      32	      9      10      19	
cds2416	     18      30      48	     21      26      47	     15      12      27	
pduB	     10      11      21	      8       8      16	      4       5       9	
cds2415	     11       9      20	      9       9      18	      6       9      15	
cds535	    594     572    1166	    581     565    1146	    249     239     488	
pduA	      2       6       8	      4       7      11	      3       1       4	
cds2414	     53      42      95	     51      40      91	     23      21      44	
cds534	    191     231     422	    182     220     402	     83      93     176	
cds2413	     63      57     120	     51      47      98	     29      24      53	
ftsQ	    373     430     803	    381     417     798	    168     190     358	
cds2412	     43      38      81	     30      32      62	     29      26      55	
cds532	    213     210     423	    197     201     398	     94     122     216	
cds2411	     29      32      61	     23      27      50	     25      24      49	
cds531	   4885     547    5432	   4539     512    5051	   2286     248    2534	
ftsN	   1118    1174    2292	   1027    1050    2077	    449     465     914	
cds2410	      4       3       7	      6       3       9	      1       0       1	
cds1325	    240     318     558	    201     275     476	     87     123     210	
cds1324	     90      63     153	     82      62     144	     36      27      63	
ftsL	    283     793    1076	    309     819    1128	    139     365     504	
cds1323	     62      70     132	     46      58     104	     29      27      56	
ftsK	   2896    2981    5877	   2610    2750    5360	   1422    1468    2890	
ftsJ	   5823    5407   11230	   5862    5338   11200	   2887    2667    5554	
cds1322	    109      88     197	    105      66     171	     50      38      88	
cds1321	    335     355     690	    312     340     652	    184     200     384	
ftsI	    637     702    1339	    559     634    1193	    317     335     652	
ftsH	   9253   10303   19556	   8690    9696   18386	   4361    4847    9208	
cds1320	    118     104     222	     92      67     159	     67      54     121	
ftsE	    612     909    1521	    562     843    1405	    300     434     734	
ftsA	   1134    1148    2282	   1045    1081    2126	    543     560    1103	
cds2409	     25      13      38	     17       8      25	      6       4      10	
cds2408	     21      27      48	     25      19      44	      8       4      12	
cds2407	     41      38      79	     38      45      83	     20      21      41	
cds2406	     29      34      63	     34      33      67	     18      16      34	
cds2405	      6      14      20	      5      23      28	      1       9      10	
cds2404	    127     124     251	    114     108     222	     64      65     129	
cds2403	     31      38      69	     18      26      44	      5      11      16	
cds523	    397     370     767	    362     321     683	    176     157     333	
cds1319	     88     166     254	    101     167     268	     57      91     148	
cds2402	    361     256     617	    327     219     546	    158     110     268	
cds522	    280     212     492	    238     181     419	    114      91     205	
cds1318	    932     847    1779	    919     836    1755	    456     417     873	
cds2401	    493     510    1003	    563     568    1131	    218     237     455	
cds521	    399     375     774	    313     306     619	    207     205     412	
cds1317	    106     100     206	     74      86     160	     51      45      96	
cds2400	     92     245     337	    102     235     337	     34      91     125	
cds520	    698     757    1455	    587     648    1235	    371     395     766	
cds1316	    205     188     393	    149     156     305	    132     129     261	
cds1313	    374     257     631	    263     180     443	    234     175     409	
cds1312	    553     928    1481	    356     627     983	    258     413     671	
cds1311	   1659    3995    5654	   1216    2827    4043	    735    1698    2433	
cds1310	    349     336     685	    289     269     558	    120     135     255	
era	    788     823    1611	    686     744    1430	    383     415     798	
hpcR	     66      71     137	     76      82     158	     35      43      78	
hpcH	     16      10      26	     12      10      22	      7       2       9	
hpcG	     10      10      20	     14      13      27	     10      12      22	
hpcD	      8      11      19	     12      13      25	      7       6      13	
hpcB	     40      45      85	     46      57     103	     20      23      43	
cds1307	   1760    1700    3460	   1748    1697    3445	    794     756    1550	
cds1306	    198      83     281	    166      77     243	     97      39     136	
cds1305	    109     105     214	    101     114     215	     42      40      82	
cds1304	     49      31      80	     71      29     100	     21      15      36	
cds1303	     35      34      69	     24      21      45	     14       8      22	
cds1302	     85      81     166	     70      76     146	     35      37      72	
cds1301	     26      15      41	     21      15      36	     11       6      17	
cds1300	     23      17      40	     22      18      40	      8       6      14	
sthD	     78      85     163	     92      79     171	     42      40      82	
sthB	     60      62     122	     52      67     119	     28      31      59	
sthA	     61      65     126	     77      65     142	     37      32      69	
cds506	    105     177     282	     79     174     253	     47      51      98	
cds504	    387     396     783	    371     378     749	    180     181     361	
cds503	    588     470    1058	    481     380     861	    328     248     576	
cds502	    379     375     754	    311     320     631	    199     188     387	
cds501	   1245    1779    3024	   1185    1621    2806	    651     889    1540	
cds500	   2000    1713    3713	   1824    1522    3346	   1023     930    1953	
epd	   1167     688    1855	   1181     715    1896	    594     353     947	
hpaX	    118     117     235	    111     108     219	     51      53     104	
tufB	   4780    4975    9755	   5309    5513   10822	   2147    2249    4396	
tufA	   5325    6586   11911	   5658    6934   12592	   2430    2971    5401	
stgD	    337     321     658	    317     272     589	    167     139     306	
stgB	     58      27      85	     40      27      67	     21      18      39	
stgA	     62      62     124	     60      54     114	     28      25      53	
hpaG	     51      55     106	     37      35      72	     18      20      38	
hpaC	    120      55     175	    109      51     160	     56      31      87	
hpaB	     51      35      86	     53      51     104	     22      19      41	
hpaA	     66      50     116	     74      58     132	     16      15      31	
rho	   1995    3341    5336	   2136    3529    5665	    795    1305    2100	
hisS	   2416    2153    4569	   2243    2044    4287	   1109    1008    2117	
hisQ	    219     403     622	    185     362     547	     97     159     256	
hisP	    275     310     585	    269     303     572	    139     150     289	
hisM	    219     165     384	    213     154     367	     95      68     163	
hisL	      1       1       2	      1       1       2	      0       0       0	
hisJ	   1876    1958    3834	   1686    1730    3416	    958    1036    1994	
hisI	    267     325     592	    255     285     540	    153     170     323	
hisH	     92     145     237	     75     110     185	     38      58      96	
hisG	    101      80     181	     81      61     142	     72      58     130	
hisF	    200     158     358	    155     132     287	     75      70     145	
hisD	    180     152     332	    156     138     294	     92      77     169	
hisC	    207     188     395	    192     168     360	    123     116     239	
hisB	    358     345     703	    311     300     611	    175     166     341	
hisA	     70      77     147	     60      73     133	     44      44      88	
eno	   5041    5699   10740	   5729    6387   12116	   2239    2541    4780	
pqiB	    500     456     956	    462     452     914	    254     235     489	
pqiA	    252     284     536	    256     280     536	    126     138     264	
cds1990	    211     230     441	    237     260     497	    104     117     221	
steF	     31      43      74	     26      33      59	     19      20      39	
ftnA	   1846    1711    3557	   1782    1641    3423	    929     878    1807	
steE	     31      20      51	     23      18      41	     12       7      19	
steD	     16      12      28	      8       6      14	      1       0       1	
steC	      9      14      23	      8      16      24	      3       9      12	
steB	     96      93     189	     72      68     140	     42      38      80	
marR	   1293     806    2099	   1167     693    1860	    624     377    1001	
cds1988	    112     239     351	     82     169     251	     50     106     156	
cds1987	    269      77     346	    216      59     275	    119      31     150	
cds1981	    163     169     332	    106     111     217	     63      66     129	
marB	    266     873    1139	    210     722     932	    140     417     557	
rfe	   1639    1524    3163	   1370    1236    2606	    779     717    1496	
marA	   1507    1314    2821	   1307    1185    2492	    742     637    1379	
thiS	      6       3       9	      4       4       8	      2       4       6	
rfc	    886    1061    1947	    837     989    1826	    440     547     987	
stdC	     32      27      59	     19      20      39	      9      10      19	
stdB	    115     138     253	    142     158     300	     58      66     124	
stdA	     45      44      89	     40      40      80	     14      14      28	
rseC	    827    1798    2625	    853    1798    2651	    356     735    1091	
rseB	   5420    7121   12541	   5151    6460   11611	   2380    3211    5591	
rseA	  16467   23002   39469	  14207   19379   33586	   8232   11324   19556	
thiJ	    552     662    1214	    463     554    1017	    259     328     587	
thiH	     69      73     142	     97      87     184	     40      42      82	
thiG	     24      20      44	     13       9      22	     13      12      25	
thiF	     12      18      30	     11      13      24	     10      13      23	
thiE	     24      26      50	     14      18      32	      8       8      16	
thiD	     94      91     185	     98      96     194	     53      52     105	
thiC	    176     324     500	    138     267     405	     66     135     201	
rep	    420     333     753	    399     307     706	    195     148     343	
smvA	    873     795    1668	    743     663    1406	    454     414     868	
stcD	    140     161     301	    106     129     235	     45      52      97	
stcB	     40      32      72	     34      28      62	     16      16      32	
stcA	     10       7      17	      9      12      21	      8      10      18	
stbE	     85      91     176	     84      90     174	     39      44      83	
stbD	    154     145     299	    144     139     283	     77      81     158	
stbB	     22      22      44	     27      22      49	      6       7      13	
stbA	     13      11      24	     10       7      17	      6       3       9	
cds1959	     29      27      56	     18      22      40	     10       8      18	
cds1958	    261     209     470	    218     165     383	    149     108     257	
aidB	    745     443    1188	    600     422    1022	    421     215     636	
rci	    381     398     779	    339     370     709	    183     199     382	
cds1952	     54      55     109	     37      42      79	     24      30      54	
fadR	   2722    2604    5326	   2399    2290    4689	   1471    1411    2882	
staG	    392     439     831	    351     395     746	    162     190     352	
smtA	    481     468     949	    505     471     976	    207     202     409	
staF	    169     118     287	    158      93     251	     89      58     147	
staE	    257     330     587	    218     294     512	    131     160     291	
staD	    186      79     265	    199      84     283	     80      24     104	
nusG	   1336    1594    2930	   1181    1390    2571	    643     779    1422	
staC	    632     622    1254	    643     633    1276	    288     286     574	
rluC	    424     153     577	    396     139     535	    183      55     238	
staB	     40      30      70	     34      28      62	     16      11      27	
fadL	    946     923    1869	   1013     978    1991	    404     400     804	
rluB	    808     716    1524	    765     652    1417	    403     343     746	
staA	     21      15      36	     19      22      41	     14      12      26	
manZ	   1494    1738    3232	   1460    1682    3142	    720     836    1556	
rluA	    299     159     458	    303     159     462	    167      85     252	
cdtB	    537     567    1104	    573     616    1189	    210     230     440	
manY	   1108    1090    2198	   1175    1169    2344	    512     532    1044	
manX	   3131    2981    6112	   3141    2950    6091	   1488    1417    2905	
nusB	    917    1007    1924	    808     918    1726	    554     606    1160	
nusA	   1326    1428    2754	   1280    1430    2710	    569     623    1192	
fadD	  15540   15638   31178	  12815   12874   25689	   8785    8845   17630	
kup	    392     580     972	    381     538     919	    189     269     458	
fadB	  64084   61119  125203	  62180   59213  121393	  30440   29093   59533	
fadA	  26584   26186   52770	  24529   24149   48678	  12486   12039   24525	
hcaT	    285     191     476	    232     128     360	    122      79     201	
cds1948	   3693    3473    7166	   3112    2911    6023	   1847    1754    3601	
rbn	    434     643    1077	    446     637    1083	    223     330     553	
cds1947	   1763     307    2070	   1408     233    1641	    821     112     933	
cds1946	    186     164     350	    184     164     348	     81      71     152	
cds1944	    218     220     438	    190     192     382	    100     109     209	
cds1940	    405     132     537	    339     129     468	    230      75     305	
manC	     21      25      46	     31      32      63	      8       9      17	
manB	     11       9      20	     14      11      25	      5       7      12	
manA	   1047    1045    2092	   1147    1150    2297	    450     447     897	
himD	   1485    2220    3705	   1494    2109    3603	    733    1043    1776	
cdsA	    487     441     928	    445     411     856	    265     233     498	
himA	   2590    3174    5764	   2737    3234    5971	   1260    1608    2868	
cds9	     94      96     190	     73      81     154	     29      36      65	
cds1938	    488     475     963	    480     467     947	    260     252     512	
fabZ	   1654    1511    3165	   1509    1365    2874	    731     684    1415	
opdB	   2482    3257    5739	   2055    2643    4698	   1207    1569    2776	
malZ	    105     102     207	     95      93     188	     50      51     101	
fabI	   2119    2242    4361	   2001    2132    4133	    921     979    1900	
fabH	    397     453     850	    433     487     920	    173     179     352	
fabG	   3351    1946    5297	   3228    1964    5192	   1447     886    2333	
fabF	   1953    3377    5330	   1818    3113    4931	    903    1538    2441	
malT	   7895    7699   15594	   7168    6936   14104	   4311    4193    8504	
malS	     75      79     154	     59      66     125	     33      34      67	
rffT	    799     745    1544	    601     548    1149	    511     470     981	
fabD	   1036     884    1920	   1013     861    1874	    449     396     845	
malQ	    114     119     233	    106     125     231	     51      64     115	
thdF	    118     106     224	     96      86     182	     47      46      93	
fabB	   2888    2864    5752	   2634    2618    5252	   1333    1318    2651	
malP	    230     250     480	    223     224     447	    108     110     218	
fabA	    658     436    1094	    681     459    1140	    286     178     464	
malM	     89     111     200	     99     116     215	     46      57     103	
xerD	    678     597    1275	    613     520    1133	    303     259     562	
rffM	    227     278     505	    198     254     452	    109     138     247	
xerC	    241     295     536	    209     246     455	    100     143     243	
cds1929	    330     272     602	    302     243     545	    179     142     321	
malK	     19      21      40	     24      24      48	     11      10      21	
cds1925	    358     305     663	    354     309     663	    208     180     388	
malG	    334     176     510	    272     156     428	    122      79     201	
rffH	    201     206     407	    191     184     375	    101     105     206	
cds1924	   1696    1552    3248	   1505    1387    2892	    864     780    1644	
tnpA	    144      37     181	    128      43     171	     68      24      92	
malF	    191     186     377	    188     185     373	     90      85     175	
rffG	    214     229     443	    198     209     407	    101     108     209	
malE	    116     103     219	    105      93     198	     37      35      72	
pdhR	   2435    2428    4863	   1929    1901    3830	   1253    1244    2497	
rffD	    335     370     705	    310     349     659	    155     163     318	
rffC	     94     105     199	     92     124     216	     38      50      88	
rffA	    143     138     281	    139     149     288	     65      66     131	
nupG	    426     419     845	    421     395     816	    187     185     372	
nupC	    939    1032    1971	    894     987    1881	    425     468     893	
efp	   2325    2331    4656	   2383    2369    4752	   1044    1044    2088	
deoR	    424     394     818	    434     380     814	    182     160     342	
cds1918	    196     265     461	    183     252     435	     80     114     194	
pqaB	    316     222     538	    327     229     556	    157     104     261	
pqaA	    695     704    1399	    782     792    1574	    287     292     579	
cds1913	  18803   18806   37609	  16796   16752   33548	  11435   11422   22857	
nuoN	    356     415     771	    368     422     790	    149     174     323	
nuoM	    572     692    1264	    597     733    1330	    258     309     567	
nuoL	    975     873    1848	   1081     936    2017	    408     352     760	
deoD	    169     350     519	    156     274     430	    105     166     271	
smpB	   1909    1806    3715	   1719    1635    3354	    860     814    1674	
nuoK	    161     219     380	    203     239     442	     62      96     158	
deoC	    398     368     766	    372     332     704	    203     176     379	
smpA	   4146    4055    8201	   3735    3629    7364	   2250    2189    4439	
nuoJ	    472     643    1115	    502     719    1221	    189     265     454	
deoB	   2239    2130    4369	   1973    1872    3845	   1188    1135    2323	
nuoI	    712     643    1355	    767     648    1415	    281     268     549	
deoA	    224     236     460	    247     265     512	    119     121     240	
nuoH	    741     723    1464	    801     720    1521	    342     311     653	
nuoG	   1665    1878    3543	   1748    1954    3702	    729     830    1559	
nuoF	   1176    1006    2182	   1261    1112    2373	    552     509    1061	
nuoE	    537     613    1150	    587     671    1258	    237     286     523	
nuoC	   1837    2297    4134	   1927    2385    4312	    837    1043    1880	
nuoB	   2042    2804    4846	   2080    2898    4978	    964    1320    2284	
nuoA	   3279    4744    8023	   3442    4872    8314	   1458    2046    3504	
cds1906	    329     348     677	    288     287     575	    174     185     359	
cds1905	    262     236     498	    242     227     469	    125     112     237	
cds1904	    240     219     459	    198     182     380	    115     104     219	
cds1903	   1135    1319    2454	   1026    1187    2213	    584     668    1252	
cds1902	    906     204    1110	    907     193    1100	    364      79     443	
rlpB	   1372    1452    2824	   1226    1273    2499	    711     760    1471	
rlpA	    350     385     735	    345     383     728	    164     180     344	
tatE	     43      77     120	     36      62      98	     28      42      70	
tatD	    394     368     762	    378     353     731	    178     161     339	
tatC	   1068    1430    2498	   1021    1344    2365	    463     610    1073	
tatB	   1836    2868    4704	   1775    2779    4554	    809    1313    2122	
tatA	   2783    1886    4669	   2612    1728    4340	   1287     841    2128	
lspA	    885     931    1816	    882     941    1823	    482     566    1048	
edd	    270     204     474	    248     194     442	    136     100     236	
xis	     21      25      46	     28      36      64	     15      10      25	
ysgA	   1434    1310    2744	   1425    1303    2728	    658     579    1237	
sgaU	     68      58     126	     53      43      96	     28      20      48	
sgaT	     45      41      86	     39      34      73	     25      22      47	
rfbX	   1317    1259    2576	   1320    1240    2560	    539     505    1044	
eco	   2950    2495    5445	   2582    2212    4794	   1508    1302    2810	
rfbV	   2110    1973    4083	   2291    2098    4389	    982     888    1870	
rfbU	    907     887    1794	    890     889    1779	    329     326     655	
rfbS	   1052    1206    2258	   1173    1307    2480	    465     494     959	
rfbP	   1948    1786    3734	   2002    1797    3799	    815     759    1574	
sgaH	     32      36      68	     19      23      42	     11      13      24	
rfbN	   1425    1325    2750	   1476    1346    2822	    605     558    1163	
rfbM	   1871    2021    3892	   1860    1995    3855	    719     788    1507	
